STATECD,PLOT_FIADB,INVYR,pre.vpdmin,post.vpdmin
41,71740,2001,1.7702350854,2.0357001066
41,86008,2005,1.83570008875,2.0068001152
41,58389,2009,1.9139000952,2.2332201006
41,50837,2001,1.9554450750999999,2.2146000863
41,75504,2003,1.87090008855,2.0714000823
41,72301,2008,1.96040009875,2.2176000955
41,74938,2009,0.63830002765,0.8945100428
41,86079,2006,1.7945500791,2.0159000755
41,87526,2005,1.7955001056,1.9234000564
41,56278,2009,1.6231000661000001,1.9954300522
41,64502,2001,0.33554501085,0.4081000253
41,69254,2001,1.7457450747,1.7443000793999999
41,75323,2009,1.48615008,1.4004400551
41,89932,2001,1.53735506235,1.4897000671
41,96524,2009,0.6875000357,0.7659900456000001
41,53872,2004,1.71905009745,1.7503000855
41,96261,2004,1.7536000847,1.6314000724
41,57587,2003,1.5408500672,1.4353000759999999
41,76589,2005,1.55140007445,1.504900074
41,86831,2008,1.7510000884499999,1.8925000788
41,61510,2006,1.5309000701,1.4727000715
41,69940,2006,1.5191500784,1.446800077
41,85835,2002,1.51015007195,1.4702000737
41,74189,2001,0.4674500197,0.5051000237
41,89245,2009,1.44405007355,1.2615400493
41,82627,2001,1.5490050793,1.441400075
41,80152,2007,1.4235500752499999,1.431600082
41,67982,2009,1.46230008,1.5310900688
41,98410,2008,1.3188500584,1.2596000552
41,75949,2004,1.59960008855,1.4745000602
41,51832,2008,1.69950007795,2.1187000632
41,84492,2004,2.02855009435,2.1156000972
41,71434,2008,2.3909001053,2.4470001101
41,77060,2009,0.17640001005,0.3910300167
41,71112,2005,0.2953500159,0.3915000142
41,87391,2005,0.35900001975,0.5094000219
41,79074,2009,9999,9999
41,87654,2007,0.56985002835,0.6257000269
41,80843,2002,0.59500002645,0.6232000321
41,58636,2005,1.7674500704,1.9932001114
41,63840,2007,1.746800071,2.0644001366
41,71660,2001,0.7612700254,0.8284000247
41,76882,2003,0.6119500346,0.5553000331
41,71807,2007,2.4705500960499998,2.7538001299
41,86617,2005,2.2306501091,2.5601001382
41,97839,2009,1.5277000785,1.8279100894
41,63359,2001,1.3656700492,1.580200076
41,89826,2005,1.31185006505,1.6885000823
41,67861,2002,1.47805007105,1.5882000684
41,77831,2003,1.31370006205,1.3597000599
41,94536,2007,1.59025006895,1.8110000848
41,83723,2009,1.35590006115,1.5334900617
41,64337,2002,2.1472001076,2.4800001144
41,83957,2005,1.03275003445,1.3836000682
41,75642,2009,0.95785003895,1.0259100497
41,55545,2007,1.493250075,1.7852000834
41,96003,2009,0.74920004455,0.7491300285
