State_Plot,LAT,LON,n
665326,35.040739,-119.796335,2
665366,35.906297,-121.123706,1
665416,41.873896,-122.899668,2
665456,39.771652,-121.021477,2
665536,41.332547,-122.550484,2
665576,34.815382,-118.366873,2
665586,34.47891,-115.994173,1
665596,38.392586,-122.94722,1
665616,38.128251,-121.763878,2
665636,36.087373,-116.679047,2
665666,41.02288,-122.742744,2
665676,33.05989,-117.236898,1
665706,36.021318,-117.407827,2
665756,34.33467,-114.554991,1
665766,40.18284,-120.833761,2
665806,38.047517,-121.13543,2
665836,36.148656,-118.892227,1
665846,38.425828,-119.292815,2
665866,36.936139,-118.781911,2
665886,40.897644,-121.320569,2
665916,37.538913,-120.749751,1
665926,38.667407,-120.426549,2
665976,35.29294,-119.02518,2
665986,36.184215,-119.814087,2
666006,37.405805,-117.950535,1
666016,40.134465,-120.445351,2
666066,34.282877,-117.834889,1
666136,36.771345,-121.318857,1
666146,34.210275,-116.622556,2
666176,37.113348,-118.406036,1
666196,34.470416,-115.880907,2
666216,36.246778,-120.828503,1
666256,35.444207,-119.762431,1
666266,37.963666,-121.177576,1
666306,34.286066,-118.038614,1
666316,39.140085,-123.357297,1
666446,36.852497,-117.897065,2
666476,34.975449,-116.521173,2
666526,39.417435,-122.757641,2
666646,34.437057,-115.680996,1
666726,38.109368,-119.623354,2
666746,36.900416,-119.813365,2
666766,33.532254,-115.027113,2
666776,33.736049,-118.33356,2
666786,39.56038,-120.030227,1
666796,40.874734,-120.615459,2
666826,35.27976,-116.242802,1
666846,40.891347,-121.592584,1
666856,40.334116,-120.753298,2
666916,35.064194,-116.795442,2
666956,39.909732,-121.873711,1
666966,34.240924,-114.327796,2
667006,40.209008,-121.460675,1
667036,39.101467,-121.76126,1
667056,39.722516,-120.031907,1
667066,35.536014,-117.153924,1
667076,34.854738,-117.88329,2
667116,41.539018,-123.998615,2
667156,39.591215,-121.355232,2
667176,33.149697,-114.704725,2
667196,33.669401,-117.91829,2
667216,33.874111,-115.560114,1
667236,34.437844,-117.813706,1
667246,33.593721,-114.886049,2
667296,39.703555,-123.683141,2
667336,34.961281,-116.232218,1
667346,39.837328,-120.274976,2
667366,38.837276,-122.958709,1
667396,41.7731,-121.16852,1
667406,39.727078,-122.249696,1
667486,38.072052,-120.692824,2
667506,36.56446,-121.838028,2
667516,37.599352,-119.445337,2
667526,34.669576,-116.432513,1
667576,41.344887,-121.57539,1
667676,36.098246,-119.011239,2
667716,40.378818,-120.564786,2
667726,36.648707,-116.930157,2
667756,34.33796,-118.023588,2
667766,37.290595,-121.785417,2
667786,38.103002,-121.457249,2
667836,41.986027,-122.932582,2
667846,33.746267,-115.815491,1
667886,36.809222,-121.606072,2
667926,40.885158,-122.412361,2
667946,33.657373,-117.149468,2
667986,35.25231,-119.178584,2
668016,37.023086,-118.779258,2
668046,38.958172,-120.350082,2
668066,36.033391,-118.765448,1
668116,33.7097,-114.974532,1
668126,35.834682,-118.55148,2
668176,38.35542,-119.70665,1
668206,35.137495,-117.035522,1
668216,35.102219,-119.944029,2
668226,32.732933,-115.098874,2
668266,35.53842,-117.823919,2
668296,41.680132,-123.931865,2
668306,36.364813,-116.889366,1
668356,35.39793,-118.267213,2
668436,35.503776,-120.653166,1
668476,36.622714,-119.833584,2
668486,39.814689,-123.804776,2
668506,36.238182,-117.946785,1
668566,40.070596,-124.055372,1
668636,39.888687,-121.988299,2
668656,40.180325,-120.107813,2
668676,36.242341,-117.346089,1
668726,38.552247,-119.759617,1
668736,34.029229,-117.970221,1
668796,35.145347,-115.549701,2
668806,38.381108,-121.452181,2
668816,39.867837,-123.07111,2
668826,35.948521,-118.258831,2
668836,36.254811,-118.17379,2
668886,33.3556,-118.400012,2
668906,34.469148,-116.168182,2
668916,34.574495,-118.197978,2
668936,39.136025,-120.045644,2
668976,37.819926,-119.486876,2
669006,34.651748,-115.655554,1
669016,34.556749,-119.505135,2
669146,39.097919,-120.546835,2
669176,41.738907,-123.342409,2
669186,36.144067,-119.028032,2
669196,36.639501,-119.009693,1
669216,37.785857,-118.935559,2
669226,36.063142,-119.155315,2
669246,39.662505,-122.305326,1
669256,36.431213,-120.534048,2
669276,34.122631,-115.109121,1
669306,33.499556,-116.298693,2
669316,36.213251,-119.908467,2
669336,40.778606,-122.641454,2
669366,34.179233,-118.800014,1
669376,37.747655,-122.339831,2
669396,34.212107,-114.700818,1
669436,36.769862,-121.380849,1
669476,40.9903,-121.329322,2
669576,37.113424,-121.628511,2
669596,35.425103,-115.407948,1
669606,37.88953,-118.61142,1
669656,34.625993,-118.975312,2
669676,37.140089,-120.818808,1
669686,38.503643,-122.971658,2
669736,32.94702,-114.675168,1
669766,39.054069,-121.724448,2
669776,36.097072,-116.496118,2
669796,41.867196,-120.557378,1
669886,40.095523,-121.022786,2
669896,35.170411,-119.16025,1
669906,39.980467,-123.696233,1
669926,35.259751,-119.544044,2
669976,41.790126,-121.196643,1
669986,35.372346,-119.803718,2
670026,33.552959,-114.653228,1
670036,34.678539,-120.236797,2
670126,35.013292,-118.138175,2
670196,37.682571,-119.235515,1
670206,35.495064,-116.050432,2
670266,37.010883,-121.828149,1
670296,34.856849,-120.382181,2
670306,35.653393,-119.692198,1
670346,32.706975,-116.707418,2
670426,32.971607,-115.381509,1
670486,34.308816,-115.874097,2
670506,40.484033,-121.869395,1
670526,41.749088,-120.814661,2
670546,36.450419,-119.482581,2
670606,39.299268,-120.666234,2
670646,37.631329,-121.244151,2
670656,33.65141,-116.330649,2
670666,39.421592,-122.188271,2
670676,41.68003,-121.298887,2
670726,37.218138,-117.75232,2
670766,41.145979,-123.833675,1
670816,33.90431,-115.931749,2
670876,36.548076,-121.168148,1
670936,37.49067,-118.739299,2
670976,41.935031,-123.004601,2
671016,35.119928,-119.517054,1
671026,35.486665,-116.162991,1
671036,34.187908,-118.203922,2
671086,34.940703,-119.827643,2
671136,38.442212,-120.073741,2
671146,34.999544,-120.370804,1
671156,38.471484,-121.132292,2
671186,38.923534,-123.623869,1
671246,37.924229,-119.107907,1
671366,40.06382,-121.998847,2
671396,38.562821,-122.445253,2
671516,34.672215,-119.042109,2
671536,36.098146,-120.504575,2
671546,36.798918,-117.295891,2
671586,34.533164,-115.108642,2
671766,34.254968,-118.553266,2
671786,40.107788,-120.203214,1
671796,39.209898,-123.176149,1
671806,36.031738,-120.121542,1
671836,39.270192,-122.112398,1
671846,34.554439,-119.630788,2
671856,37.248832,-122.017899,1
671886,34.18276,-118.79147,1
671906,34.350264,-115.737397,1
671956,36.84967,-117.128903,2
671966,37.150534,-118.428311,1
671996,34.426963,-116.138318,2
672046,39.278557,-122.559573,2
672056,34.713631,-118.517403,2
672106,34.283591,-118.733376,2
672186,35.692426,-117.333198,2
672196,41.494615,-120.4999,1
672216,33.384948,-115.268352,1
672296,38.79686,-119.964851,2
672306,40.531121,-120.055103,1
672316,39.037548,-122.54278,2
672356,40.343949,-120.926754,2
672366,34.433546,-118.617893,1
672426,41.829887,-121.233592,2
672506,34.526069,-116.91935,2
672526,35.222658,-116.910827,2
672536,39.647437,-121.042611,2
672556,35.637538,-120.291126,1
672566,36.652096,-121.717429,2
672606,37.279835,-119.419028,2
672616,39.176818,-122.632914,2
672686,40.283274,-124.200734,2
672696,41.137791,-123.285066,2
672726,38.30211,-120.002391,2
672746,41.340471,-123.601402,1
672766,40.579398,-123.951989,2
672826,40.217826,-123.454727,2
672886,39.303004,-123.370973,1
672896,35.593551,-115.753084,2
672936,37.089121,-118.912343,2
672946,35.442767,-120.491969,1
672956,35.153091,-115.080009,1
673016,33.882442,-116.960855,1
673036,34.373703,-114.258822,2
673046,36.819858,-120.606695,2
673056,35.117395,-120.05116,1
673066,33.746421,-117.985161,1
673096,41.254999,-123.201888,2
673106,40.194958,-122.300044,1
673236,41.47406,-124.020002,2
673256,34.817346,-120.555289,2
673266,35.309266,-118.009749,2
673306,36.302935,-121.215498,2
673316,33.345369,-115.240445,2
673336,36.475906,-119.685537,1
673346,40.352183,-122.439284,1
673376,41.205704,-123.852897,2
673436,33.509886,-115.439478,1
673506,37.478966,-120.040068,2
673556,35.092098,-117.226442,2
673566,40.408398,-123.323892,2
673576,34.375028,-114.873302,2
673596,35.875319,-118.951574,2
673616,34.844898,-118.065088,2
673726,36.85945,-118.053245,1
673786,41.511472,-120.246071,2
673806,41.236397,-121.181777,2
673896,33.277453,-116.285604,2
673916,32.955186,-116.195122,2
673966,39.71061,-122.757609,2
674046,34.195518,-117.779288,2
674076,34.82631,-116.377904,1
674106,34.394367,-118.199275,2
674116,36.502089,-120.573063,2
674196,38.90511,-123.050322,1
674216,34.606788,-119.5135,1
674246,40.02102,-123.774198,2
674256,34.083769,-117.367104,1
674316,38.426522,-119.798326,2
674346,35.097969,-119.901276,2
674366,34.366185,-117.823915,1
674406,33.094924,-117.127142,2
674426,35.750749,-120.589103,1
674446,35.53878,-116.079375,2
674526,37.436318,-117.853231,2
674646,36.034731,-117.853867,2
674656,39.723622,-122.182338,1
674676,39.895373,-121.920359,1
674706,36.316389,-121.628195,2
674716,41.164287,-122.489521,2
674766,36.739407,-118.032536,2
674826,39.940162,-120.500544,1
674916,41.218514,-121.049454,2
674976,41.274688,-120.846153,1
674986,33.720989,-116.666122,2
674996,35.258699,-118.128104,1
675016,35.981872,-117.14385299999999,2
675066,33.070382,-114.759042,2
675076,36.428117,-119.099518,2
675106,37.433516,-119.048767,2
675126,34.064987,-118.171913,2
675146,36.70021,-117.695722,2
675186,34.055268,-117.076314,2
675286,41.016865,-123.938263,1
675296,33.649214,-114.584018,2
675356,36.245544,-117.820291,2
675396,41.601427,-122.622506,1
675426,40.078655,-122.446705,2
675446,35.189438,-117.608315,2
675476,38.405055,-119.949134,2
675496,35.235245,-119.331779,1
675536,33.604179,-117.836873,1
675606,33.021225,-114.951993,2
675626,37.938508,-122.070203,2
675636,41.428425,-120.421966,2
675656,34.267221,-115.9097,2
675666,38.513244,-120.124622,2
675786,37.046332,-118.179637,2
675796,36.763415,-118.7421,2
675836,36.933577,-119.273624,1
675846,34.807006,-117.08079,2
675876,39.562255,-122.658364,2
675956,35.904032,-119.710915,2
675996,37.182503,-118.663583,2
676016,40.374715,-120.248979,2
676056,35.236994,-118.545387,2
676086,38.836974,-122.877731,2
676106,35.869425,-119.618131,2
676116,37.869397,-120.643551,2
676146,36.405241,-118.130947,2
676196,41.76901,-121.858453,2
676226,38.74719,-120.12161,2
676256,34.427895,-118.500002,2
676266,38.271541,-119.137604,1
676276,38.022441,-121.527933,2
676286,36.510331,-118.233296,2
676296,36.682746,-119.520413,2
676326,41.312858,-122.159471,2
676366,34.368087,-115.326683,2
676386,36.829076,-121.842536,1
676396,33.930931,-117.534154,1
676446,38.435614,-122.343728,1
676466,37.285559,-120.489065,2
676496,41.132067,-121.215375,2
676506,35.798162,-120.050252,2
676546,35.742756,-115.993182,1
676576,38.716423,-121.628599,1
676586,38.106766,-119.33886,2
676626,36.28605,-117.870572,2
676686,36.249202,-118.267588,2
676716,41.973139,-123.191844,2
676766,35.826293,-117.072127,2
676806,37.087188,-118.255081,1
676816,36.608592,-120.675397,2
676826,40.26096,-120.457363,2
676846,33.561793,-117.613154,2
676856,34.23984,-118.787119,2
676866,36.526,-117.146704,2
676876,39.747102,-121.224999,2
676886,33.177393,-116.517156,2
676896,37.47275,-118.77795,1
676986,39.048445,-123.612322,2
677006,36.055349,-119.21469,1
677096,38.387314,-120.339486,2
677116,37.331872,-119.538425,2
677156,34.020135,-116.147914,1
677276,35.574693,-118.278399,1
677306,38.773497,-119.885468,1
677366,34.090037,-114.619012,2
677416,33.824713,-116.997521,1
677436,38.538429,-122.944334,1
677496,37.900992,-121.502809,1
677506,38.626863,-120.003808,2
677536,34.780932,-115.05439200000001,2
677576,35.351561,-116.658504,2
677586,40.383336,-123.774837,1
677636,32.568647,-117.065001,2
677646,34.294831,-116.888791,2
677656,40.9242,-120.921518,1
677666,33.21298,-116.766926,2
677716,34.758868,-119.646581,1
677756,33.581656,-114.715988,2
677776,37.042185,-118.750377,1
677816,41.915727,-121.854657,1
677886,41.008972,-122.624652,2
677896,35.070217,-119.266579,2
677906,38.367579,-120.979226,2
677916,38.82758,-122.012434,2
678046,34.460522,-119.867131,2
678056,38.105349,-120.877244,1
678066,41.272748,-120.975955,2
678076,35.632189,-115.964903,1
678086,37.228763,-121.788924,2
678156,36.757829,-121.783918,2
678166,34.323857,-119.32704,2
678176,33.262318,-115.184396,2
678186,36.055863,-121.361282,2
678196,36.391923,-121.056826,2
678246,39.177928,-121.805775,2
678266,39.945065,-120.319706,2
678276,39.981264,-123.415453,2
678306,34.670082,-116.26077,2
678326,37.668269,-120.759817,2
678376,34.892773,-116.737362,2
678386,36.773372,-116.91449,2
678406,39.569623,-121.871853,1
678416,37.678816,-122.127097,2
678446,33.67552,-114.801458,1
678456,36.206054,-119.282922,2
678466,41.640674,-124.025913,2
678476,34.414602,-117.280919,2
678546,36.949183,-119.225302,1
678596,38.480068,-122.886423,2
678606,36.71395,-121.359161,2
678636,38.79222,-120.433056,2
678676,34.016049,-116.799634,2
678686,33.953115,-115.389429,1
678696,38.949528,-121.993293,2
678716,37.482899,-118.932531,1
678756,36.69158,-117.066313,2
678806,41.548056,-123.404485,2
678856,35.292657,-119.950716,1
678876,41.911557,-120.62376,2
678906,39.318421,-121.493636,1
678926,40.241574,-124.138088,1
678966,33.990017,-120.213942,2
678986,40.26188,-122.54766,2
679026,41.018467,-120.893379,2
679056,33.699358,-117.170802,1
679066,37.986712,-119.617791,2
679096,33.055139,-116.365465,1
679106,39.974927,-122.533182,1
679136,34.420328,-119.895997,2
679156,40.403196,-122.083058,2
679166,41.319427,-123.690198,2
679196,39.44277,-120.674325,2
679206,33.721143,-115.389368,2
679226,33.061521,-115.098318,2
679236,40.101998,-122.618244,2
679286,40.856908,-123.135996,1
679306,41.793897,-123.6683,2
679436,41.051355,-123.13397,1
679456,40.218471,-122.80446,2
679476,35.608696,-117.758342,2
679506,37.732714,-119.18805,2
679516,35.968827,-119.207016,1
679536,38.519803,-122.353299,1
679556,36.872705,-117.784962,1
679586,36.970134,-120.124046,2
679596,34.657034,-119.589987,2
679646,34.890862,-115.316515,2
679666,37.943677,-118.85028200000001,2
679676,34.73799,-115.141834,2
679706,40.348125,-122.012189,1
679726,41.778063,-121.288885,2
679736,40.119528,-122.876047,2
679756,36.463962,-116.603863,2
679776,35.764046,-119.486301,1
679836,35.52476,-120.26861,2
679866,32.596601,-117.077698,1
679876,33.367311,-116.297963,2
679896,35.393319,-120.064296,1
679926,38.73167,-120.57547,2
680076,36.826034,-119.86907,2
680096,37.138267,-118.859752,2
680106,34.924294,-119.493581,2
680136,37.470883,-117.965683,2
680146,37.03992,-118.799967,2
680216,35.031235,-114.996936,1
680236,36.500288,-116.641045,2
680256,33.249866,-116.517557,1
680276,35.629469,-117.666304,2
680286,34.311778,-115.653715,1
680296,34.999541,-119.82261,2
680316,36.221534,-117.264967,2
680326,35.673642,-120.224202,1
680336,35.234908,-116.486963,2
680346,36.17234,-118.331575,1
680366,33.6438,-117.600974,2
680406,40.598999,-124.168727,2
680426,34.062767,-115.881499,2
680436,41.344405,-123.269888,2
680456,36.957117,-119.024633,1
680496,33.510624,-114.777921,1
680506,35.199341,-120.431945,2
680516,33.749144,-115.58502,2
680566,36.941822,-119.089401,2
680586,33.482183,-116.150626,2
680636,32.886712,-117.215869,1
680686,36.607009,-117.647933,1
680696,35.88887,-120.196318,2
680766,34.063347,-116.198364,2
680796,34.313173,-118.110064,1
680876,38.055622,-122.311312,1
680916,33.525274,-117.311902,2
680966,34.992226,-120.139873,2
680996,38.832559,-123.024499,1
681006,35.328297,-117.179924,2
681056,41.807938,-122.153137,2
681066,38.607654,-120.654513,1
681076,32.991852,-116.426206,2
681096,40.999877,-121.715988,2
681126,35.231924,-114.963552,1
681136,35.105974,-115.502156,2
681156,41.395945,-123.797661,2
681176,35.41339,-116.044082,2
681196,40.235447,-122.834294,2
681296,34.261672,-118.330487,2
681326,32.606739,-117.123978,2
681346,32.859416,-116.602552,1
681376,39.028813,-121.934232,1
681416,40.901996,-123.337168,1
681446,41.078044,-123.294165,1
681476,36.89654,-120.056216,2
681516,40.161133,-123.073285,2
681526,35.043119,-118.944057,2
681536,36.599424,-118.358338,1
681606,34.7003,-120.07324,1
681616,35.98121,-116.480559,1
681626,38.723922,-120.889796,2
681646,35.189994,-116.701993,2
681696,36.875235000000004,-120.272254,2
681736,37.386357,-120.741083,1
681756,40.48798,-121.694347,2
681786,35.997122,-117.312263,1
681806,41.696467,-122.278277,2
681816,34.446038,-115.391125,1
681876,39.167063,-120.922962,1
681896,35.755365,-115.650827,2
681906,35.810865,-118.219292,2
681926,35.654336,-117.367588,2
681996,36.175895,-118.402316,1
682006,35.182563,-116.883608,2
682046,40.33564,-120.66828,1
682056,37.589696000000004,-119.120009,2
682126,34.494806,-117.08156,2
682136,36.667011,-121.167625,2
682166,33.85972,-115.957942,2
682286,41.643184,-122.148347,2
682306,39.439376,-121.624721,2
682326,35.321446,-119.056465,2
682336,35.1954,-117.491274,2
682346,34.841873,-118.177567,2
682366,34.630792,-115.939669,1
682386,38.860568,-121.26048,2
682406,34.893855,-117.978276,1
682466,33.625273,-116.433145,2
682476,33.802602,-114.604828,2
682566,35.874441,-117.917831,2
682606,35.371493,-120.866597,2
682706,35.860791,-116.202865,2
682716,34.427224,-115.964439,1
682726,36.574231,-120.768439,2
682736,38.594398,-121.005439,2
682756,40.490381,-124.305908,2
682826,41.00791,-123.405647,1
682856,36.48084,-116.974097,2
682876,39.868378,-121.258285,2
682886,39.094411,-120.169604,2
682906,41.382256,-121.503536,2
682956,34.250845,-117.130376,1
683006,34.853906,-119.887062,1
683046,34.656491,-120.636091,2
683066,36.962549,-117.190637,2
683076,36.83576,-121.326271,2
683096,34.562691,-120.650814,1
683116,35.264055,-117.844078,1
683126,35.359785,-120.845919,2
683136,32.766722,-116.199492,2
683166,34.455264,-120.493566,1
683176,35.202664,-119.070164,2
683186,35.21511,-118.649075,1
683256,34.311352,-115.758042,2
683266,34.151984,-118.038591,2
683276,39.93856,-120.677878,2
683296,36.350394,-121.968469,2
683346,36.677545,-118.061994,1
683376,35.996937,-121.347815,1
683386,35.034775,-116.369202,2
683396,34.759682,-120.027903,1
683406,36.312396,-121.934663,2
683416,35.11864,-115.447391,2
683456,40.348718,-122.051733,1
683516,33.479019,-114.685652,2
683526,36.274379,-121.900889,1
683566,41.513688,-120.162773,2
683576,34.090112,-114.67283,1
683586,39.380306,-120.599304,1
683596,35.479401,-116.39874,1
683636,39.077587,-122.295812,2
683656,40.243174,-120.597963,2
683706,36.236344,-121.867171,2
683726,34.133327,-118.496814,2
683736,36.126945,-121.707313,2
683846,35.271307,-117.734267,2
683866,40.896577,-122.157359,2
683876,37.835416,-121.857809,2
683916,39.002391,-123.572579,2
683926,36.088831,-121.673794,2
683936,35.027602,-120.575682,2
683946,40.741662,-123.507314,2
683996,34.735372,-119.246603,2
684036,40.411523,-122.774426,1
684056,33.203291,-116.004818,2
684096,34.863667,-115.28164,1
684136,35.31118,-116.741856,1
684166,41.210402,-120.936515,1
684196,34.80987,-118.988782,2
684216,37.157687,-122.165038,1
684236,34.579568,-117.280837,2
684256,35.520845,-118.154551,2
684276,33.111004,-116.784988,1
684306,40.570741,-123.18469,2
684316,34.986665,-115.134552,2
684326,40.386608,-124.107704,2
684336,38.785285,-123.533627,2
684346,40.634662,-121.49955,2
684386,40.768036,-122.599353,2
684396,39.332787,-122.809625,1
684406,41.986027,-123.064689,1
684416,36.789452,-117.549262,2
684426,34.480451,-118.794652,2
684466,37.618942,-119.783927,1
684496,34.482399,-117.963998,2
684506,33.894749,-114.99249,1
684536,37.425174,-119.164214,1
684546,36.555254,-118.96813,1
684556,41.358637,-123.767007,1
684596,38.781588,-122.013645,2
684606,33.097871,-115.066745,2
684626,34.199146,-115.619652,2
684686,41.440405,-121.891527,2
684696,33.407416,-117.420147,1
684716,40.213869,-123.200521,2
684776,41.226088,-123.708091,1
684796,33.590807,-117.172428,2
684826,36.405143,-119.503809,1
684846,35.815172,-119.820982,2
684856,34.081922,-118.260116,2
684936,41.196977,-122.949792,2
684946,34.896991,-120.318608,1
685046,38.233993,-121.394444,2
685096,33.846516,-117.606358,2
685106,41.363932,-122.899206,1
685126,41.094948,-120.758288,2
685166,37.649557,-121.544846,2
685246,34.040632,-115.322716,2
685276,37.455208,-120.920136,2
685296,35.718377,-116.694201,2
685326,34.783768,-114.819139,1
685346,35.608863,-120.956138,2
685396,38.22668,-119.024728,2
685516,40.17741,-122.548455,1
685536,32.81361,-114.821469,1
685546,37.273558,-122.15082,1
685636,38.91509,-119.914544,1
685656,37.265162,-117.851795,2
685676,35.50369,-119.558757,2
685826,40.030056,-122.203796,1
685856,36.058786,-121.06187,2
685866,35.454763,-120.777249,1
685886,41.23245,-121.117193,2
685906,35.455944,-119.686632,2
685926,38.283142,-120.691115,2
685976,34.91226,-117.565763,2
685996,34.493739,-116.769651,2
686016,34.559124,-120.265903,2
686026,36.540380999999996,-120.55614,2
686036,40.711865,-121.781992,2
686066,33.159067,-116.894098,1
686076,39.472193,-123.084112,1
686086,41.24569,-121.670408,2
686106,35.337856,-118.873378,1
686176,38.70197,-119.836372,2
686206,39.936093,-120.379175,2
686236,36.611911,-118.553714,2
686246,35.809093,-117.494611,2
686336,34.55181,-120.144542,2
686356,33.611714,-115.959901,1
686366,37.571083,-120.32095,2
686446,32.799279,-115.777548,2
686466,38.168138,-122.330586,2
686476,38.911425,-123.555308,2
686516,41.405071,-120.518124,2
686526,40.697812,-122.707131,2
686546,36.489721,-119.578768,2
686556,33.59112,-116.809923,1
686566,34.923577,-116.155784,2
686636,35.281024,-119.925576,2
686646,38.636673,-121.110478,2
686656,33.556312,-117.674604,1
686666,34.932374,-115.338832,2
686676,40.151276,-121.180998,2
686706,33.807906,-116.335404,2
686716,38.097059,-121.502146,1
686786,34.484006,-115.528398,2
686846,34.911738,-118.592986,2
686856,35.71856,-116.762373,2
686866,34.323823,-116.951715,2
686886,37.639521,-121.763004,2
686896,35.365081000000004,-117.448332,1
686936,36.11554,-120.023018,1
686956,39.082858,-123.205757,1
686966,37.671144,-121.283168,1
686986,38.676348,-122.965161,1
686996,39.456142,-123.246775,2
687086,40.775525,-121.585079,2
687116,38.212321,-122.464595,2
687126,35.465483,-118.516597,2
687166,36.441663,-121.236613,2
687186,34.946051,-114.873748,2
687196,36.634532,-120.972557,2
687256,39.467554,-123.785929,1
687306,38.065498,-119.223409,2
687356,34.514457,-120.138816,1
687406,36.895606,-119.029726,2
687416,40.984538,-121.981375,2
687426,35.762483,-118.435804,2
687486,34.485162,-115.47836,2
687536,37.149783,-120.575792,2
687546,40.206035,-122.421348,2
687636,35.777833,-119.03264,2
687656,35.191325,-118.573839,1
687666,38.571046,-121.881058,1
687676,34.327632,-118.379486,2
687706,41.291113,-123.52117,1
687736,39.645779,-121.404949,2
687766,38.005226,-119.624352,2
687786,38.99388,-123.066053,1
687796,39.64224,-120.329579,2
687816,37.132562,-120.663699,1
687906,40.088629,-120.756246,2
687946,35.359693,-120.596099,2
687966,38.1964,-122.781755,1
688006,36.117405,-120.390855,2
688016,38.708735,-120.438014,2
688026,38.325957,-122.355485,2
688066,36.026852,-119.685243,1
688086,39.616588,-121.862098,1
688106,37.926315,-118.759096,1
688226,40.48634,-123.796988,2
688236,40.690528,-120.941616,2
688256,39.212779,-123.756883,2
688276,37.908756,-118.958559,2
688286,34.427101,-118.261347,2
688306,33.574109,-115.810281,1
688316,36.41404,-118.361302,2
688396,36.390299,-120.579108,2
688456,41.465019,-121.400102,2
688466,41.132453,-120.615221,2
688516,34.14524,-117.898586,2
688566,35.49687,-120.366108,2
688636,34.547224,-117.290424,1
688646,40.362442,-121.908139,1
688656,40.098539,-122.564802,2
688676,37.007023,-121.416331,2
688766,38.785106,-121.000628,1
688806,34.296557,-116.825825,1
688816,35.996273,-115.93689,2
688896,37.885279,-119.064362,2
688926,37.889922,-122.205479,2
688946,36.417502,-120.406908,2
688956,36.98324,-120.628009,2
688966,35.230563,-118.794428,1
688986,40.905927,-123.070709,1
688996,35.489905,-115.397929,2
689026,41.582097,-121.056226,2
689096,36.262844,-116.505844,2
689126,35.730652,-119.127925,2
689146,39.646559,-120.714333,2
689206,34.753165,-118.345803,2
689226,33.298223,-117.008445,2
689246,38.138379,-122.069224,2
689346,36.162975,-118.596014,2
689366,34.642773,-117.019135,1
689416,38.725522,-122.102307,1
689476,38.939151,-123.143174,1
689696,39.505843,-122.337968,1
689746,40.113841,-123.325411,2
689756,36.713439,-121.434959,2
689766,33.788864,-117.961735,2
689776,41.01083,-123.06993,2
689806,36.104932,-121.310639,1
689826,34.154003,-115.763439,2
689856,34.551015,-117.34697,2
689866,33.942142,-116.239526,1
689886,34.904646,-119.957693,2
689926,40.857586,-123.530719,2
689936,38.195665,-122.1989,1
689946,36.695725,-120.013896,2
689966,33.798641,-116.387492,2
689976,35.187679,-117.849623,2
690016,36.696681,-119.216869,1
690026,40.106826,-119.9976,2
690046,39.06747,-121.438186,2
690076,39.915085,-123.518813,1
690136,38.674842,-123.16593,2
690186,34.431738,-119.04951,2
690216,35.65037,-120.59587,2
690256,35.976321,-118.845099,2
690276,37.546268,-121.312048,1
690306,34.213407,-116.392968,1
690316,38.817977,-121.451357,1
690386,37.13856,-119.102383,2
690426,40.268449,-122.429803,1
690436,41.304919,-123.143327,2
690546,41.902491,-120.123781,2
690556,34.693774,-115.457739,2
690626,40.811586,-120.113306,2
690646,35.310535,-115.362146,1
690666,38.545285,-122.837985,2
690696,40.636961,-121.919737,1
690706,32.778025,-114.72768,2
690716,36.137828,-118.015536,2
690736,40.094468,-122.091449,2
690806,33.988532,-117.628853,2
690836,35.025778,-116.647357,2
690906,39.478776,-123.527264,2
690926,34.484385,-118.432432,2
690936,38.01769,-119.693542,1
690956,41.623744,-120.772834,2
690966,34.9341,-118.297477,2
690976,36.211055,-121.300549,2
690996,37.237125,-119.110116,2
691076,40.037842,-120.369281,1
691086,37.027308,-120.598808,2
691096,34.105846,-118.786547,2
691136,37.401424,-120.421878,1
691206,40.877029,-124.004869,2
691216,38.56985,-122.664613,1
691226,38.06515,-120.333356,2
691266,32.707974,-116.602594,1
691306,34.676598,-117.218057,2
691326,40.103971,-121.802864,1
691336,38.111725,-119.397822,2
691346,36.436485,-119.651107,2
691376,34.524737,-118.004544,2
691416,37.397076,-118.625166,2
691446,41.369212,-122.694486,1
691456,37.120628,-120.427528,2
691466,35.455982,-115.680468,2
691476,36.906045,-121.336487,2
691486,38.678197,-119.924099,2
691496,40.498511,-121.39073,2
691536,37.419205,-119.601846,1
691556,35.409256,-116.167435,2
691566,37.77195,-118.473908,1
691576,35.860718,-116.140598,1
691596,38.451452,-121.743451,1
691636,34.341871,-118.556211,1
691696,34.651514,-120.022142,2
691706,34.838532,-117.276025,1
691746,37.99919,-121.443939,2
691756,34.818369,-118.745576,2
691786,33.994842,-114.585279,2
691796,41.377113,-121.795966,1
691856,38.64316,-122.811047,1
691886,37.764026,-122.169692,2
691896,40.057025,-121.792642,1
691956,34.519542,-119.14664,2
691986,35.104424,-119.410525,2
692066,34.864513,-117.351657,2
692096,39.814809,-123.041765,1
692136,35.024777,-115.051084,2
692206,34.159296,-115.425769,1
692236,41.23139,-121.305813,1
692276,38.878321,-120.557936,1
692356,35.968464,-117.75797,2
692386,35.847048,-119.965143,1
692426,41.40993,-120.486379,2
692446,39.075643,-122.177949,2
692456,36.980845,-117.691557,2
692466,37.809437,-121.49163,2
692476,35.084916,-118.497711,1
692486,36.641213,-119.08778,1
692506,34.147743,-117.284659,1
692516,37.217357,-119.772817,1
