State_Plot,LAT,LON,n
966686,37.101825,-119.464848,1
966706,37.207648,-118.995684,2
966726,37.422575,-120.820177,2
966736,33.915338,-115.008746,2
966756,34.778563,-117.713851,2
966776,35.11274,-120.433615,1
966786,34.702121,-119.752977,1
966866,37.757388,-121.142227,2
966916,34.205555,-115.162317,2
966956,36.878325,-119.610204,1
966986,34.732609,-118.030761,1
967056,35.370818,-119.753924,2
967076,33.518592,-117.626581,1
967086,35.308041,-120.65763,2
967156,40.695653,-122.786348,2
967186,39.526954,-122.579499,1
967216,36.701908,-118.598079,1
967236,40.839854,-122.36325,2
967266,35.518251,-118.567942,1
967276,37.052755,-121.227837,2
967286,37.238151,-121.05125,2
967346,38.568274,-121.451535,2
967396,39.088478,-121.002444,1
967406,33.955074,-117.140075,1
967426,36.602665,-118.783166,2
967526,39.19726,-120.536261,1
967536,40.147598,-123.485476,2
967546,41.942716,-123.270918,2
967586,36.047416,-119.450434,2
967626,33.81896,-114.616907,2
967636,39.772003,-122.10963,2
967646,36.634019,-121.897036,2
967726,36.454208,-118.533191,2
967776,37.393493,-121.845801,2
967826,37.962137,-120.076709,2
967836,34.084509,-114.43676,2
967846,37.872806,-118.808077,2
967856,38.841548,-120.90812,1
967896,36.900269,-121.297791,2
967916,39.495862,-123.149118,2
967946,35.02557,-117.718716,1
967956,41.414411,-123.299506,2
967966,32.718187,-116.562525,2
967976,41.476891,-120.129495,2
967986,38.85719,-122.497493,1
968026,34.308722,-119.312496,2
968046,36.559454,-118.652625,2
968056,33.70085,-116.539783,2
968106,37.708127,-118.890039,1
968116,36.713449,-118.153985,2
968146,34.835354,-116.261376,2
968246,38.819349,-122.754124,2
968386,35.24475,-117.472475,1
968466,34.361355,-118.873872,1
968496,35.709378,-117.099477,2
968506,38.039912,-122.887534,1
968516,40.137031,-120.366126,2
968546,41.780878,-123.203775,2
968566,40.775504,-121.274876,2
968596,36.671495,-119.855502,2
968636,37.267717,-120.057549,1
968666,35.521916,-116.48218,2
968686,37.759874,-120.087875,1
968696,41.144646,-122.605848,2
968736,35.720836,-119.812163,1
968776,36.000825,-121.241362,2
968806,35.352786,-117.85751,2
968856,39.195399,-120.282906,1
968936,35.379364,-119.52093,2
968946,36.10201,-119.751387,2
968956,35.428827,-119.320045,2
968986,40.089446,-120.443482,2
969036,40.501084,-123.069526,2
969056,33.573608,-117.836483,2
969066,35.555816,-121.073477,1
969076,33.936235,-116.073579,2
969116,40.550194,-123.01578,2
969126,35.376488,-119.020011,1
969156,37.954308,-121.291952,2
969176,35.851581,-120.651674,2
969206,40.023087,-123.26104,2
969226,41.208172,-120.130705,1
969256,34.481333,-115.363204,1
969276,36.451932,-116.71306,1
969296,37.047479,-119.042013,2
969306,35.809635,-118.867353,2
969326,39.688711,-122.521761,1
969336,36.731981,-119.520519,2
969596,40.480865,-123.283383,2
969616,32.675652,-116.028191,2
969626,40.256087,-123.069567,1
969666,38.283993,-121.261979,1
969676,39.11264,-122.503906,2
969736,33.04963,-115.492449,1
969826,32.754381,-115.648454,2
969836,34.424652,-116.255312,1
969866,36.174803,-116.685047,2
969896,32.851256,-114.902667,2
969916,41.407328,-120.258289,2
970006,35.366081,-115.60248,2
970036,32.95193,-116.509344,1
970046,38.273435,-122.82778,2
970066,41.894257,-123.143726,2
970106,32.712986,-116.368272,1
970146,40.358319,-122.763404,2
970196,34.596062,-119.801466,2
970206,36.362747,-120.872056,2
970216,36.906521,-117.506379,2
970266,35.775016,-119.783137,1
970286,37.395581,-121.650858,1
970356,36.440973,-119.699627,2
970366,33.024817,-116.637094,1
970406,34.338791,-114.672685,2
970416,39.037017,-123.146281,2
970426,38.030358,-121.699362,2
970436,35.988328,-119.708723,1
970446,41.191831,-121.006162,2
970466,39.99064,-120.643556,1
970476,33.91134,-117.801482,2
970496,38.002955,-118.703341,2
970516,34.941384,-117.777149,2
970576,41.873309,-122.153033,1
970606,40.268784,-121.324576,1
970626,34.826878,-116.505702,2
970646,40.351017,-121.333906,2
970666,36.124843,-117.737553,2
970696,37.284342,-117.608631,2
970716,36.493671,-120.015803,1
970756,40.537049,-120.167081,2
970776,39.217888,-123.59268,1
970786,34.855018,-118.791349,1
970806,39.824107,-121.267968,1
970816,38.798299,-122.192458,2
970826,36.156826,-117.152881,2
970866,40.204969,-122.139726,2
970876,34.756635,-120.555934,1
970946,32.654638,-116.761169,1
970966,39.121894,-121.63087,2
970976,33.219533,-115.554043,1
971016,37.913562,-122.238068,1
971106,41.135514,-120.730601,1
971116,33.100135,-117.082746,1
971136,38.943982,-122.810316,2
971176,40.612961,-123.325565,2
971196,35.322308,-115.435727,1
971206,36.8039,-118.90887,2
971216,40.783571,-122.685255,2
971226,34.807773,-116.959476,2
971236,36.136103,-116.481072,1
971256,33.540109,-115.788416,1
971316,34.532653,-115.337778,2
971326,34.462546,-120.402823,1
971386,32.73295,-116.591361,2
971416,36.119933,-118.584935,1
971426,35.463757,-117.036513,1
971456,41.442091,-123.195676,2
971496,38.053458,-120.013198,1
971516,34.084316,-115.131905,2
971526,33.225791,-115.10553,2
971546,35.448124,-117.441527,2
971576,34.030083,-115.850296,1
971606,40.319568,-121.218514,2
971616,41.334616,-122.341624,2
971626,41.955852,-120.238241,2
971646,35.469493,-118.114035,2
971676,32.962775,-115.881975,2
971696,39.998564,-120.230471,1
971726,34.57507,-118.675355,1
971766,34.305303,-115.932852,1
971776,36.270332,-119.645704,2
971796,34.174656,-114.555865,1
971806,36.05598,-118.280096,2
971846,40.505443,-120.977077,2
971876,36.491178,-118.090931,2
971886,35.322586,-116.391468,1
971906,40.772902,-122.175455,1
972006,36.384854,-118.322284,2
972036,36.576753,-120.538445,2
972046,36.062614,-118.537536,1
972076,38.090783,-120.897539,1
972086,33.695659,-116.888375,2
972116,36.264889,-116.329258,1
972136,33.788137,-117.552674,1
972146,40.30809,-122.979336,2
972156,37.912671,-120.149306,1
972196,35.417017,-118.227311,1
972246,37.082979,-118.021254,2
972266,35.739963,-115.575702,2
972326,33.411726,-116.241434,2
972346,41.642136,-123.133644,1
972356,35.754375,-120.834011,1
972366,35.520287,-116.368416,2
972386,36.737519,-117.178487,1
972406,34.068053,-115.697914,2
972436,40.91294,-120.268409,1
972516,35.983562,-117.439699,2
972536,40.224722,-121.562431,2
972546,36.742613,-118.541651,1
972596,35.178298,-116.998723,1
972646,33.000445,-116.314091,2
972666,32.733371,-116.64198,2
972696,34.342856,-117.665,2
972816,37.254753,-120.143334,2
972866,33.597308,-114.785471,2
972956,37.959935,-119.67867,2
972976,38.758041,-120.42877,2
972986,36.209208,-120.545573,2
973026,37.266289,-122.300114,1
973036,41.933773,-122.531058,2
973066,38.987012,-121.290246,2
973086,36.041154,-120.177073,2
973106,33.247551,-115.805512,1
973126,39.903139,-123.405154,2
973166,35.210838,-119.224217,2
973186,38.423473,-121.684608,2
973226,36.585791,-117.311696,1
973256,38.014315,-119.383438,2
973286,39.695456,-120.894718,2
973306,33.625726,-115.342732,2
973346,34.74422,-118.517341,1
973486,37.555951,-118.720304,2
973496,37.719661,-119.858044,2
973506,39.761058,-121.407603,2
973546,37.87526,-119.18422,2
973556,39.374353,-123.238151,1
973566,39.375295,-120.43831,2
973626,34.298413,-117.062385,2
973656,35.849722,-117.955759,2
973666,39.782642,-123.645748,1
973696,38.39719,-122.449272,2
973726,33.560119,-116.762249,2
973756,35.246659,-119.782659,1
973796,35.013545,-118.062747,2
973806,33.761359,-116.3082,2
973816,37.013492,-121.915831,2
973826,38.916025,-123.260795,1
973836,33.998363,-115.122851,2
973856,37.491953,-119.179993,1
973866,34.369465,-118.709939,2
973886,40.226458,-123.593657,2
973906,40.703883,-121.463928,2
973916,34.511486,-118.392624,2
973936,41.870351,-123.757484,1
973946,41.895173,-123.79616,1
974016,40.229738,-121.504695,1
974026,41.482575,-121.376457,2
974046,35.102071,-115.568062,2
974056,36.998674,-120.082772,2
974066,38.696807,-120.672354,2
974156,39.380511,-123.589047,2
974176,38.078625,-120.188373,1
974196,39.600557,-120.520571,2
974206,35.308403,-116.680572,1
974236,38.096331,-120.973233,2
974256,41.580523,-120.777548,2
974276,39.196891,-123.104467,2
974286,39.218474,-121.545085,2
974306,35.177567,-117.962619,2
974326,39.980952,-120.247049,2
974336,34.547637,-114.434182,1
974376,39.172293,-121.867628,2
974386,39.191963,-123.243766,2
974396,36.614171,-117.857017,2
974406,41.091467,-122.687157,2
974416,39.229277,-122.697939,2
974446,36.435054,-118.867852,2
974456,40.984582,-121.1267,2
974496,40.309819,-120.188514,1
974516,38.476577,-120.383932,2
974526,34.419239,-119.330807,2
974576,32.855656,-117.074199,2
974636,34.866322,-117.656037,2
974676,37.210927,-121.134244,2
974706,33.894212,-116.774606,2
974736,41.500573,-120.919116,1
974746,41.797147,-123.490467,2
974766,36.244791,-117.60364,1
974816,39.199652,-120.339894,2
974856,33.20376,-115.945571,2
974896,40.488083,-122.178269,1
974936,34.580026,-117.360662,1
975016,40.927816,-122.263846,2
975066,35.657182,-117.869857,2
975086,37.929301,-119.233138,2
975106,39.41807,-121.794613,1
975126,40.653288,-122.132716,1
975136,40.707126,-121.801717,1
975176,38.96276,-122.378531,2
975196,39.100282,-120.42257,2
975206,35.038298,-120.55032,2
975236,41.594093,-123.610179,2
975256,35.662008,-119.573168,2
975306,35.435168,-118.718307,2
975376,39.402616,-121.034483,1
975486,41.198925,-123.924866,2
975496,36.697304,-118.907566,2
975516,36.614416,-118.05418,2
975566,39.642983,-120.782237,1
975606,41.320847,-120.996629,2
975646,39.797367,-120.646629,2
975666,40.046641,-121.083935,2
975686,35.92454,-117.702317,2
975696,33.283917,-115.779058,2
975706,38.106593,-122.222754,2
975766,39.621742,-122.952203,2
975776,41.197846,-123.073683,2
975796,36.352713,-117.005065,2
975806,35.386257,-120.607342,2
975816,40.964046,-122.86406,1
975846,40.512257,-122.989567,2
975856,38.626977,-121.820084,2
975866,36.712326,-120.462273,1
975876,34.616083,-120.434532,1
975886,35.324855,-116.273744,2
975936,41.73745,-123.46197,1
975966,36.511827,-119.844997,2
975986,39.482216,-121.479143,2
975996,37.579929,-121.522772,2
976006,33.970727,-116.006669,2
976036,33.814482,-114.918504,2
976046,33.114077,-116.358858,2
976056,36.383131,-116.798449,2
976066,37.530821,-119.480756,2
976076,33.554519,-114.935176,1
976096,32.73816,-114.647884,1
976116,36.396714,-120.757239,2
976146,40.511192,-123.595822,2
976196,36.461573,-118.725404,1
976206,40.658309,-123.595226,2
976216,36.820029,-117.786768,1
976306,40.369414,-123.963453,2
976326,33.134086,-115.554321,2
976336,38.573907,-121.504918,2
976446,39.066645,-122.001791,2
976466,37.911382,-120.865419,2
976506,35.154073,-119.933824,1
976546,37.605165,-120.412672,1
976576,41.935481,-123.83754,2
976636,41.737738,-121.956929,2
976666,41.536032,-121.972658,2
976676,33.705536,-117.000395,2
976686,39.740994,-122.855004,2
976726,39.981459,-121.938763,2
976756,36.003018,-119.409822,1
976776,39.787226,-120.463318,1
976786,33.42925,-115.176532,2
976836,41.82844,-121.493641,2
976886,37.641542,-120.903414,1
976916,36.154207,-121.425888,2
976926,41.574499,-120.588668,2
976936,41.758038,-124.195308,2
976956,39.815597,-120.186941,1
977066,37.994884,-119.424636,2
977096,33.445442,-117.183094,2
977106,34.9062,-116.555334,1
977126,35.832532,-115.70146,2
977166,37.829886,-120.840979,1
977176,34.56547,-114.492616,2
977226,38.372762,-121.140375,2
977296,33.010324,-116.89045,1
977346,35.674803,-118.279108,2
977356,33.176233,-115.074455,1
977366,40.907837,-123.594802,1
977376,34.092811,-118.673812,1
977406,39.258023,-120.663604,2
977486,34.688096,-117.274959,1
977516,36.854536,-121.290316,1
977526,35.164374,-117.34286,2
977566,41.980757,-120.403495,2
977576,40.421529,-122.1713,1
977606,36.579408,-121.223435,1
977636,37.626786,-119.730448,2
977686,41.95727,-122.998099,2
977716,34.188181,-118.070942,2
977746,37.296202,-122.120214,1
977826,38.553151,-120.382223,2
977856,33.392575,-116.214357,2
977876,33.30179,-117.185415,2
977886,36.095386,-117.586114,1
977916,33.727581,-117.646548,1
977936,41.921925,-121.233154,1
977966,40.045346,-123.550513,2
977986,41.860258,-120.016365,2
978046,35.518232,-115.821014,1
978056,35.045593,-115.835225,1
978066,33.055008,-115.383735,2
978076,36.363678,-116.823801,2
978086,40.664414,-120.325272,2
978096,36.166211,-119.421986,1
978116,40.976029,-122.36212,2
978126,36.689772,-117.201437,1
978146,39.421473,-121.272303,2
978166,40.643506,-121.64587,2
978186,33.134627,-116.091228,2
978196,32.736125,-114.760593,2
978226,41.849076,-123.474396,2
978256,40.033849,-123.841467,2
978276,38.88198,-123.665438,2
978346,33.696569,-117.283133,2
978356,41.991688,-123.340583,1
978426,38.692694,-120.235413,2
978446,39.550625,-123.189274,2
978466,34.465131,-116.337567,2
978486,38.577459,-121.574342,1
978546,37.326406,-119.70232,1
978566,35.902731,-117.859096,1
978606,38.227474,-121.021415,2
978626,41.920925,-121.34052,2
978666,34.697724,-115.108122,2
978676,32.889166,-116.884048,2
978706,35.570442,-116.225467,2
978746,34.647434,-116.837048,2
978776,37.992796,-122.442231,1
978806,40.350866,-122.906032,1
978816,37.717831,-120.402075,1
978836,37.121402,-118.238513,2
978886,35.536949,-115.679659,2
978896,37.150694,-122.362163,2
978906,37.238963,-122.305384,1
978956,33.574265,-115.461747,2
978996,41.702121,-120.376397,2
979036,38.472931,-122.64514,1
979056,35.93098,-117.826295,2
979086,36.412179,-119.968318,2
979116,33.827038,-117.993645,2
979146,38.096644,-121.036193,2
979156,35.525273,-119.21385,2
979286,34.535331,-118.316378,1
979316,36.507968,-117.767766,1
979376,36.023754,-118.806664,1
979426,41.769595,-122.47636,2
979436,38.17095,-122.028191,2
979466,36.884942,-120.856974,2
979506,32.59359,-116.965995,1
979526,33.60386,-116.757787,2
979586,36.960535,-121.027571,2
979626,36.553305,-119.810797,2
979646,34.827663,-119.324143,2
979666,34.994969,-118.924651,1
979686,41.326532,-121.463492,2
979726,33.9407,-115.902583,2
979776,41.810254,-120.573219,1
979836,38.25652,-120.016447,2
979886,41.019053,-121.803652,2
979906,38.443905,-119.898823,1
979916,35.797909,-120.766317,2
979926,39.351972,-122.657405,2
979976,36.052038,-118.644533,2
980016,35.901394,-120.755376,2
980076,34.732948,-116.84046,1
980086,33.265518,-114.955411,1
980136,40.315573,-120.91077,2
980166,40.916714,-123.915778,2
980236,39.847303,-120.849925,2
980266,36.182196,-117.52943,2
980306,41.987908,-122.412532,2
980326,37.806121,-119.929433,2
980376,35.183689,-116.824252,2
980416,34.843086,-115.798393,1
980436,34.493393,-120.196041,1
980476,37.786849,-118.490372,1
980526,38.551649,-119.966954,2
980576,38.688418,-121.000863,2
980626,35.37154,-119.649137,1
980636,36.659967,-119.671528,2
980646,34.485343,-119.339066,2
980676,39.21275,-122.061984,2
980696,35.599854,-116.656832,2
980726,36.658701,-117.430221,2
980766,37.809701,-121.413676,2
980786,38.945848,-120.631697,2
980866,37.073203,-121.084576,2
980876,41.967793,-122.131905,2
980926,40.045508,-122.295735,2
980946,35.053377,-117.030273,2
980976,36.805679,-119.596493,2
980986,34.452017,-116.516505,1
981016,36.170985,-117.825848,2
981036,37.89317,-122.012271,2
981096,34.751819,-117.452899,1
981106,41.157382,-122.938679,2
981156,41.495152,-122.222376,2
981226,40.892017,-121.511042,1
981236,36.077312,-119.481512,2
981246,36.571394,-116.871662,1
981286,37.080447,-119.531313,2
981306,35.845909,-120.347026,2
981326,36.433366,-117.699939,2
981336,39.314645,-122.403943,2
981346,41.446815,-123.458939,2
981396,35.408184,-116.100314,2
981406,41.47885,-121.15731100000001,1
981416,39.239965,-121.980974,2
981426,40.089776,-123.451762,1
981436,40.496302,-123.237401,1
981456,33.754199,-114.897784,2
981466,41.011982,-123.657462,2
981546,33.134652,-115.101085,1
981646,32.673134,-116.778412,2
981676,35.619364,-118.299484,2
981696,41.58905,-123.799433,2
981706,38.471462,-119.240586,1
981726,33.259438,-117.414408,1
981796,38.730303,-120.841593,1
981806,34.661507,-114.851788,1
981876,40.609649,-123.589001,1
981916,38.059643,-120.702856,2
981926,35.14622,-115.266112,2
981936,40.287383,-124.280462,2
981976,38.431739,-120.768532,2
981986,34.33547,-115.021902,2
982026,33.981724,-115.239877,2
982106,36.005613,-117.574624,2
982126,35.109611,-114.935694,2
982176,36.153483,-120.176183,2
982276,40.198905,-122.218405,1
982296,35.399526,-115.278816,1
982326,36.058804,-118.054085,2
982446,35.693588,-117.392046,2
982466,37.873446,-119.115084,2
982476,39.123219,-120.990254,1
982496,34.084109,-117.272139,2
982546,39.867243,-120.221046,2
982556,37.732898,-118.616582,1
982616,37.140235,-121.343607,1
982626,37.907301,-122.395032,2
982656,34.606205,-118.775201,1
982706,35.233058,-116.624194,2
982746,38.613602,-121.226439,1
982776,37.968828,-120.205761,2
982846,35.284848,-116.13034,2
982866,37.650163,-121.087696,2
982876,34.443218,-117.88507,1
982886,35.404977,-118.554263,1
982896,41.202908,-121.092124,2
982906,39.600626,-120.411403,2
982916,41.43884,-121.570883,2
982936,38.939557,-120.890796,1
982956,39.280665,-123.765136,2
983046,35.80783,-117.668197,2
983106,41.767216,-120.686745,1
983116,34.031359,-115.612435,2
983136,33.768879,-118.36064,1
983206,35.901349,-115.991699,1
983236,39.443794,-121.137664,2
983316,35.833797,-120.401878,1
983326,41.565233,-121.177488,2
983366,32.88519,-115.501382,1
983396,36.232921,-117.14749,1
983426,39.370215,-121.156615,2
983446,35.881712,-119.114839,1
983456,39.710723,-122.274955,2
983476,35.102818,-119.295013,2
983506,38.13467,-122.567312,1
983556,38.251143,-121.942175,2
983586,39.347006,-123.08857,1
983596,34.41377,-116.684989,2
983606,34.146077,-116.954184,1
983666,39.600009,-120.720313,2
983736,37.92328,-119.374532,1
983746,35.00364,-120.071622,2
983776,35.064457,-115.258364,1
983786,34.194258,-115.845433,1
983816,35.340806,-117.00494,1
983856,35.644348,-116.3444,2
983876,34.625192,-116.28836,1
983886,33.644757,-116.160804,2
983936,32.613652,-116.770796,1
983956,36.298157,-119.179434,2
983966,37.713839,-119.804405,2
983986,34.394556,-117.431917,1
984016,36.216556,-119.967067,2
984026,37.35426,-120.496158,1
984036,35.508267,-118.760154,2
984046,38.31456,-119.050086,2
984066,41.72547,-121.298349,1
984126,37.034852,-121.181225,1
984136,37.534356,-119.786433,2
984236,41.247596,-121.824841,2
984256,41.887331,-122.877191,2
984276,40.405907,-123.076946,1
984286,36.481796,-117.150599,2
984316,37.772621,-119.805542,1
984326,36.405409,-117.96263,1
984336,35.807504,-118.272874,2
984346,37.268365,-117.814713,2
984376,37.593365,-122.197205,1
984396,36.745695,-120.37331,1
984406,36.563968,-118.885865,1
984426,39.331998,-123.677411,2
984446,32.934419,-115.236182,1
984476,33.511252,-115.059035,1
984516,37.236266,-119.222202,2
984526,35.490858,-117.36043,2
984536,33.544854,-114.864556,2
984596,38.754128,-122.440803,1
984616,34.36346,-115.390848,2
984626,36.637274,-117.716386,2
984666,41.836975,-123.595085,1
984696,33.257442,-117.073922,1
984706,34.672188,-117.368917,2
984716,34.606642,-119.697372,2
984726,41.474657,-123.352037,2
984746,37.357196,-120.567691,1
984796,39.231327,-122.846988,2
984826,39.091576,-121.877013,2
984876,39.698357,-120.704064,2
984896,37.05113,-121.65036,2
984906,37.5428,-118.313041,1
984916,32.796255,-116.926594,2
984966,34.642696,-120.274734,2
985016,41.963044,-120.624199,1
985046,35.417226,-117.183892,1
985056,36.03676,-119.623796,2
985086,40.733403,-122.40445,2
985126,34.182876,-118.902774,2
985136,40.988449,-120.442344,1
985176,33.69408,-114.86544,1
985196,34.423331,-116.311262,2
985206,33.25925,-116.745494,2
985306,39.74585,-122.805749,2
985336,38.426649,-119.734472,2
985346,33.670884,-115.480575,2
985356,37.075657,-119.382396,2
985366,33.131096,-115.784977,2
985376,36.601705,-117.149288,2
985416,41.924772,-121.093082,2
985436,38.379284,-121.315416,2
985446,39.670244,-122.949966,2
985476,40.302167,-121.209994,2
985486,39.647507,-123.684186,2
985496,33.737693,-115.345465,2
985516,41.801788,-120.174811,2
985536,39.78665,-121.576323,1
985616,38.570463,-122.002801,1
985646,35.105638,-118.087071,2
985656,38.715099,-122.926539,2
985686,32.852656,-115.239449,2
985706,40.076336,-120.894076,2
985716,35.718927,-118.066371,1
985726,34.456454,-118.421908,1
985766,38.935253,-120.832929,2
985796,34.057148,-116.161403,2
985806,34.203406,-115.327936,2
985836,32.76242,-115.856236,2
985866,36.496957,-120.997231,1
985886,34.185131,-115.9029,2
985906,37.579887,-119.176534,2
985946,40.547495,-123.866624,1
985956,40.138427,-120.768258,2
985976,34.990082,-117.459238,2
985986,35.815214,-117.388806,2
985996,35.736519,-117.378528,2
986006,33.908508,-117.048748,2
986066,41.81891,-121.550959,2
986146,37.867925,-120.765287,1
986156,36.032273000000004,-119.065718,1
986236,37.731901,-118.867788,2
986246,40.390539,-122.010992,1
986276,37.12829,-121.81489,1
986286,37.361749,-120.332252,2
986316,32.868387,-116.521285,2
986346,40.135126,-120.62141,2
986386,34.918585,-118.83941,1
986406,39.271049,-122.628748,2
986416,41.792664,-123.603064,1
986426,33.210934,-116.534559,2
986446,41.88783,-122.214205,2
986486,34.28472,-116.948489,2
986606,34.237921,-117.251584,2
986626,40.155142,-123.547513,1
986656,36.844697,-119.690651,2
986666,35.771508,-117.974108,2
986716,41.676567,-122.034747,2
986726,37.444327,-118.875753,2
986736,38.002246,-120.207998,2
986796,35.559287,-115.523134,2
986806,34.911724,-119.281778,2
986836,35.128203,-117.149171,2
986866,41.820063,-121.348751,1
986876,34.019582,-114.855081,1
986886,36.266135,-119.821398,1
986916,39.69338,-120.439437,2
986936,37.923776,-119.180028,2
986956,35.347368,-119.430961,2
986976,41.646639,-123.536605,2
986996,37.572859,-119.426019,2
987056,35.034368,-114.870505,2
987066,34.479146,-115.830358,2
987136,37.856448,-119.872911,2
987146,37.176852,-119.600546,1
987156,33.427394,-116.689713,2
987176,35.566601,-119.122956,2
987186,38.656287,-123.341397,2
987206,37.84323,-119.28218,2
987216,33.595317,-114.602453,2
987266,37.173429,-119.412613,1
987346,35.634607,-115.844544,2
987436,39.224473,-121.486912,2
987476,39.842826,-120.648408,1
987486,35.409132,-120.718415,1
987536,33.453525,-117.3107,2
987566,35.092009,-116.382744,2
987576,40.658342,-122.809168,2
987586,37.040989,-120.418323,2
987596,34.403322,-117.3695,2
987606,35.239846,-116.56416,1
987626,40.710897,-121.429543,2
987636,38.525143,-121.632813,2
987656,36.32079,-119.561633,2
987716,35.587171,-118.444297,1
987766,38.285841,-122.526693,2
987776,36.369947,-119.92173,2
987836,34.217138,-116.333362,2
987886,36.56581,-117.237584,1
987896,36.808056,-119.473835,1
987936,39.466535,-121.735167,2
987946,37.312525,-120.01256,2
987976,36.926545,-119.116294,1
988006,35.53379,-115.996469,2
988016,41.576913,-121.369969,2
988186,39.687046,-121.462598,1
988196,38.422283,-119.669681,2
988216,36.382009,-116.42153,2
988286,41.065266,-123.417795,2
988336,39.262582,-120.555659,2
988346,32.707863,-116.425683,2
988366,39.760972,-122.175044,1
988426,37.173484,-118.331351,2
988466,34.663792,-114.675886,2
988476,35.105001,-115.164649,2
988496,35.624989,-117.160332,2
988516,33.109597,-116.482191,2
988526,33.953652,-115.446283,2
988536,34.564265,-117.963486,1
988556,39.924555,-120.011926,1
988566,40.916744,-120.953385,1
988626,40.859974,-123.073271,2
988636,33.937602,-116.492828,2
988646,36.992732,-119.946934,2
988656,36.99151,-121.017704,2
988686,41.933775,-122.36127,1
988696,33.010035,-117.01424,2
988706,33.824616,-116.269873,1
988736,35.048881,-117.256479,2
988786,33.372641,-115.72435,2
988796,36.519427,-119.728492,1
988816,41.23921,-122.910056,1
988886,35.306641,-120.418635,2
988926,39.966516,-123.068602,2
988996,36.095148,-116.18839,2
989006,34.775776,-118.610122,2
989016,35.741566,-118.959054,2
989026,35.21574,-115.488303,2
989086,39.083391,-123.431678,2
989096,36.389785,-119.685132,2
989106,38.175965,-122.65062,2
989126,36.351635,-121.479234,1
989156,39.375135,-122.635326,2
989176,34.63046,-117.535821,1
989206,34.34508,-116.510172,2
989216,36.796193,-119.328605,1
989226,34.456042,-119.812763,2
989236,39.261577,-122.87794,1
989336,35.618166,-120.588379,1
989386,37.302664,-119.459686,1
989416,37.037605,-117.60259,2
989426,36.165576,-119.367465,1
989436,36.015438,-120.914948,2
989446,38.573281,-123.175375,1
989556,35.882071,-120.650563,1
989576,35.376266,-115.89851,2
989586,35.284204,-115.606665,2
989626,41.638242,-121.708882,2
989636,36.459802,-119.992726,1
989656,37.607692,-118.151697,1
989676,36.538291,-119.421309,1
989696,32.886718,-115.77882,1
989756,41.368683,-121.452516,2
989776,37.627568,-122.236184,1
989786,39.944892,-120.704057,2
989806,35.760516,-116.786646,2
989846,33.673944,-117.702181,2
989856,33.045698,-115.605629,2
989906,35.338842,-115.869346,1
989916,41.347438,-122.287872,2
989946,35.024946,-115.399706,2
990016,40.722255,-121.665777,1
990026,34.538806,-116.575299,2
990056,35.139053,-119.009601,2
990066,35.970018,-117.617573,1
990106,34.475949,-117.067126,2
990116,35.11965,-119.862643,2
990156,37.404041,-120.088177,2
990216,40.432818,-120.722405,2
990256,38.014815,-121.640744,1
990306,38.018449,-119.497555,2
990336,37.16521,-119.908772,1
990346,34.694951,-116.808235,2
990366,38.582919,-123.322681,2
990376,34.384678,-117.637448,2
990396,34.787646,-117.486986,1
990406,35.327574,-115.633485,2
990426,38.544982,-121.572115,1
990456,40.197866,-121.785529,1
990466,38.6295,-121.466852,1
990546,38.965776,-121.964611,2
990656,38.153364,-120.059054,2
990736,40.699823,-121.584718,1
990756,36.634504,-119.594843,2
990766,40.508597,-124.024753,2
990776,40.086321,-122.17804,2
990806,35.606469,-117.810983,2
990816,38.994512,-120.228624,2
990826,36.741696,-117.816073,2
990836,35.969064,-116.586675,2
990846,39.11315,-121.368847,1
990856,36.178071,-116.445152,1
990866,38.217096,-119.113303,1
990876,36.569743,-117.040138,2
990896,36.858163,-120.762061,1
990906,38.460574,-119.835982,2
990916,38.535552,-122.738951,2
990946,35.547843,-116.867414,1
990956,37.439254,-118.802483,2
990976,32.971011,-115.438065,2
991006,41.571663,-121.040071,2
991016,33.912483,-115.357939,2
991056,40.845471,-121.198901,1
991106,37.247593,-118.499787,2
991116,39.173614,-122.242379,1
991126,38.486087,-121.63276,2
991146,39.63078,-123.615505,2
991226,36.115141,-119.636021,2
991236,39.871599,-122.957537,2
991286,35.487147,-120.403588,1
991306,34.090268,-116.470792,2
991336,38.539059,-119.368949,2
991396,34.860627,-117.773043,2
991496,41.179962,-120.858346,2
991516,34.570019,-119.115953,1
991526,33.872097,-115.380754,2
991556,36.522301,-120.118272,2
991566,35.197895,-116.419758,1
991586,36.491808,-117.505594,2
991656,34.235592,-114.373202,1
991786,40.001234,-121.565701,2
991886,35.685361,-119.899187,2
991906,37.365998,-120.854187,2
991976,35.806691,-118.629278,1
991996,36.911731,-121.064893,2
992016,38.881867,-120.829528,1
992086,36.304155,-121.794284,1
992096,36.536199,-116.962661,2
992106,39.456415,-120.439638,1
992116,32.761853,-116.59949400000001,2
992186,40.358126,-121.281668,2
992256,35.297865,-115.781547,2
992286,38.992922,-121.717961,2
992386,40.368371,-121.16562,1
992446,34.909971,-116.385306,2
992496,41.923977,-120.839765,2
992536,34.487342,-116.67221,1
992546,38.254511,-119.755454,2
992566,34.481058,-118.847619,2
992576,36.791094,-118.966081,1
992606,41.158175,-121.455596,2
992636,33.304823,-117.34422000000001,1
992666,34.481032,-115.65455,1
992676,41.0013,-120.351776,2
992726,40.907818,-121.115642,2
992736,35.263621,-120.105801,1
992746,33.383238,-117.007661,2
