STATECD,PLOT_FIADB,INVYR,pre.temp,post.temp
6,81946,2007,13.9193506725,14.330200769
6,53584,2009,13.7130507005,14.071040535
6,89117,2001,10.1668505198,10.1485004435
6,76525,2005,6.67620027055,6.682900238
6,86051,2002,13.9693506255,14.513800619
6,62454,2001,14.561100673,15.136900617
6,67260,2006,9.7630004409,10.2654005048
6,82495,2008,13.5333005905,14.009800626
6,69099,2007,4.84155029065,4.7402001619
6,53892,2003,7.9694503547,8.357900428699999
6,86569,2006,6.4700002908,7.090700388
6,77211,2006,14.3770506865,15.047700881999999
6,94212,2008,13.5958006855,14.159400749
6,84285,2002,9.58545050635,9.8654003147
6,50057,2004,13.719900703,14.119000721
6,54570,2006,11.948700618,12.211700536
6,53333,2008,9.4353504181,9.2290004728
6,95823,2006,4.81895020015,4.0904001473
6,65476,2003,7.57845039355,7.6653002739
6,67711,2007,13.336300564,13.829400731
6,53530,2009,11.12490048535,10.7741704949
6,76803,2001,8.7717504024,9.036700344
6,96272,2003,10.5467505925,10.363200473900001
6,56011,2005,13.7621507165,14.229200745
6,95408,2002,6.00105025765,5.5688003062
6,85926,2007,7.47915036675,7.8796005248
6,60030,2009,12.850800753,13.05769062
6,57309,2003,11.0566005703,11.285000609999999
6,87074,2005,8.79995043275,8.8236004352
6,63788,2007,9.67150046795,9.7628005982
6,71620,2001,13.28490057,13.632600689
6,84474,2009,6.93155033585,7.0476503372
6,79159,2008,6.61735031605,7.2002003191999995
6,53274,2004,8.0652502776,8.2743003369
6,51106,2006,9.02030045995,8.8339004993
6,62028,2008,11.12430047975,11.805200672
6,92835,2004,8.65120046135,8.3106004714
6,93554,2005,8.27660040855,8.0466004372
6,79129,2006,9.5689004898,9.5033004765
6,66134,2008,8.8088503598,8.3973002435
6,94429,2002,7.3294502019,6.9218003272
6,84798,2004,9.31905047885,9.659500599
6,57947,2001,7.26655037395,7.5303003312
6,62440,2005,4.5147502065,4.9395001889
6,62286,2007,6.90680036545,7.4732004166
6,60922,2001,10.949550437300001,11.598400402
6,93434,2003,10.27115049365,10.558800506799999
6,88130,2007,8.1100003481,8.0656003475
6,85548,2005,6.1161002158999995,6.5447003364
6,87623,2001,4.82745021575,4.98820014
6,69763,2006,8.73420045385,8.8097004416
6,73914,2001,5.38665030005,5.5915002824
6,98413,2005,12.866400622,13.292400551
6,52760,2007,12.369950581,12.653000544
6,97606,2005,6.61330032345,6.6803002832
6,56142,2008,7.33370034695,7.6358002662
6,72544,2007,8.32215032565,8.480600357
6,76434,2004,13.084500551,13.493500615
6,56537,2006,12.1996506225,12.579700471
6,99666,2001,3.5147001862,4.1877002239
6,72564,2003,13.023250628,13.417400552
6,87149,2006,13.8656505585,14.323800661
6,79463,2008,14.3982507235,14.871300696
6,68446,2009,13.411250591,13.750090503
6,97763,2002,12.294500541,12.898200608
6,95387,2005,4.15435018535,4.9801002503000005
6,52934,2003,7.60755033485,8.2798004149
6,93090,2001,7.6404004336,8.3270004272
6,75019,2007,14.4072506895,14.861500741
6,58929,2009,14.4512006775,14.863710593
6,51169,2004,6.0244502545,6.6103003024
6,80697,2005,8.39790039065,9.1662004468
6,80365,2004,12.992000627,13.267600728
6,58783,2009,13.221650601,13.596570587
6,94572,2003,11.9444505215,12.424000548
6,81282,2005,12.0314005865,12.624100494
6,96463,2006,4.3085002184,5.6601002692
6,90652,2006,8.90800037385,9.9654004106
6,86863,2008,14.057000684,14.546700571999999
6,97349,2001,12.215350532,12.933700751
6,98396,2004,11.9632005705,12.510600471
6,90179,2005,5.23570024965,5.9789002895
6,94075,2007,5.16935021875,6.2704003335
6,96810,2009,6.5959502935,7.3505504133
6,72507,2008,6.52375032895,7.6138003349
6,64507,2009,12.6881005765,13.211510561999999
6,54731,2002,13.6344505795,13.961200715
6,94850,2004,12.624400568,12.921400739000001
6,91581,2006,12.1584505555,12.647000599
6,90170,2008,11.76140055555,12.334800434
6,99565,2001,4.9696502328,5.3678002357
6,65011,2003,6.27320032125,6.5631002902999995
6,98255,2009,6.0893503426999995,6.7948802950000005
6,60748,2001,7.03845036035,7.72380023
6,54060,2003,12.4517505645,12.989800739
6,51108,2001,12.450200701,12.926900481
6,89546,2003,12.075300598,12.544800568
6,98032,2005,11.4944005485,11.947400474
6,63240,2008,5.219550252,6.2552002906999995
6,66338,2005,5.10960019835,6.1238003731
6,85188,2006,4.50830022095,5.7175003052
6,69850,2001,4.0674502015,4.8243002416
6,76072,2001,4.35400016305,4.9553002357
6,57569,2005,14.1311006555,14.451300717
6,75823,2007,13.176100636,13.816000557
6,75453,2001,12.4209505555,12.825400639
6,98713,2003,12.0341005325,12.183400631
6,72744,2008,4.74425020215,6.0465003011
6,75023,2002,4.1371502518,5.1422001839
6,93983,2002,5.11815023425,6.0007002355
6,61496,2004,13.997650718000001,14.345900821
6,90563,2006,13.4802006255,13.983700561
6,57854,2008,13.6951005945,14.189900686
6,54584,2002,12.3987005715,12.757900621
6,82481,2004,10.44240045595,10.8716004375
6,61992,2009,5.748150301,6.9661302568
6,91414,2008,6.728700304,7.8234004497
6,95908,2002,12.0859004025,12.700500678000001
6,66195,2006,12.5931505685,13.069300557
6,96782,2001,11.35825052295,12.14750061
6,53951,2003,12.427200557,12.675100519
6,97508,2004,2.055900079,2.9676001548
6,54646,2008,8.1878003836,9.3585003854
6,86541,2005,12.218250561,12.744700621
6,84953,2007,11.4355005265,12.191900634
6,72998,2009,11.6215505125,12.132130336
6,92740,2001,9.99020032905,10.557600497700001
6,76674,2004,11.1286506188,12.012800502000001
6,64293,2006,10.65685048115,11.542600633
6,97149,2008,10.2905004034,10.9205004694
6,60909,2001,7.27780034545,8.0567003727
6,55920,2008,7.07230031485,8.167600441
6,69122,2004,14.3190507885,14.435100650999999
6,95353,2006,13.2686506275,13.915800571
6,71875,2002,10.00790042825,10.854700471
6,64508,2007,6.7427502632,7.7682004452
6,82192,2003,13.76265068,14.155500794
6,65049,2005,13.3749006745,13.82430067
6,84290,2007,12.2738006135,13.283400724
6,65725,2009,11.188100530349999,12.183330443
6,60450,2003,9.52930049925,10.2163004887
6,77218,2006,7.8313503504,8.7046003819
6,52512,2002,3.1849501431,4.000900197
6,57806,2001,6.44070029255,7.0373003008
6,58920,2007,15.335050773,15.536000728
6,62636,2009,14.8371507175,15.167150593
6,75599,2001,12.443950605,13.260100555000001
6,73260,2003,12.222250557,13.001800727
6,59678,2005,11.676950502,12.401600552
6,99065,2007,10.86490054125,11.77110052
6,59609,2005,7.8316003084000005,8.586700391900001
6,87926,2007,6.9763003588,7.9199003219
6,77001,2002,10.8273505205,11.835500527
6,74692,2004,11.248050547,12.007100584
6,75004,2005,12.304250479,12.675300597
6,64150,2009,9.1463505268,10.1781404506
6,95153,2001,7.5653503657,8.2406003475
6,81926,2005,3.5352001786,4.4047002316
6,62848,2002,12.0393004405,12.967800522000001
6,90611,2008,9.74365038885,10.8801006316
6,73992,2009,4.2545001744999995,5.1391102313
6,96156,2001,5.53175027375,6.194700289
6,97983,2004,10.02765045165,10.8064004897
6,69551,2006,7.93635034565,9.0728004935
6,95903,2008,4.90315023675,5.9971003055
6,70742,2006,3.8406001449500002,4.8440002442
6,72738,2006,2.6888001085,3.7149001837
6,60560,2003,3.1405001759,3.8420001506
6,73136,2009,11.057650471,12.187260342
6,64506,2001,8.7617504597500009,9.6651004797
6,71985,2003,8.60510039315,9.5470005991
6,67272,2005,10.5693506251,11.115300465299999
6,53145,2007,8.8258003949,9.869000435
6,75835,2009,6.0982002496500005,7.0448503017
6,93074,2001,5.4507002593000005,6.032600403
6,73891,2003,5.6358503104,6.0969003202000005
6,94832,2006,5.6297503233,6.4208003044
6,78013,2008,6.924850321,7.721000433
6,76472,2002,9.68135047,10.668800545
6,88307,2007,8.14580030445,9.3057004927
6,76539,2009,8.994850468600001,9.9288603792
6,62518,2003,6.8939003229499995,7.6559003355
6,63715,2002,7.40880033965,7.9073003771
6,95853,2007,5.94935028545,6.7948003291
6,89506,2007,2.5875501096,3.6931001663
6,53066,2009,3.6110001683,4.6028701544
6,81292,2005,5.64395031925,6.3248003007
6,81094,2004,9.625900507,10.2802004806
6,64610,2006,8.12200043205,9.235800457
6,92644,2008,7.79685032365,8.868000269
6,51846,2003,3.0093001366,3.6274001121
6,87503,2009,5.6025502443,6.3411102773
6,70658,2001,7.2532503367,7.8171004295
6,74128,2003,4.8315002203,5.5573002816
6,84875,2008,8.40435035225,9.5493003841
6,86434,2002,8.15320034035,8.8231003763
6,73820,2004,7.61930036555,8.2387003421
6,83328,2008,5.3792002916,6.3488002777
6,53047,2006,3.24055013655,4.1721002341
6,82330,2009,3.55395017855,4.2926901341
6,74749,2005,4.5123002171,5.293900299
6,77741,2007,6.8622003316999995,7.5396001814
6,60813,2009,10.3673504351,11.38778038
6,64466,2002,2.3573001266,2.8011001347
6,71930,2006,4.18505018955,4.9817002773
6,85720,2001,11.5593007081,12.493700506
6,54216,2003,11.824900532000001,12.404800509
6,51992,2007,9.0756003859,9.741100312
6,85143,2009,9.11760039355,9.6793203362
6,71642,2001,5.0511501908,5.8465003014
6,62317,2003,3.7773001553,4.5113002777
6,86918,2001,6.06640026565,6.8356003285
6,80999,2003,7.2784003973,7.9664003374
6,60256,2006,2.7230501176,3.4149001599
6,55516,2007,12.030650615999999,12.702400588
6,55365,2002,9.689450526849999,10.6023006433
6,58798,2005,4.03670016535,4.9302002908
