puid,stratum,STATECD,ESTN_UNIT,STRATUMCD,INTENSITY,EVALID,END_INVYR
67135_53_3,1801053,53,1,18,1,532003,2020
70412_53_37,1901053,53,1,19,1,532003,2020
86240_53_51,11303053,53,3,113,1,532103,2021
71404_53_9,1501053,53,1,15,1,532003,2020
91554_53_73,7503053,53,3,75,1,532103,2021
74694_53_31,10203053,53,3,102,1,532103,2021
80287_53_53,6603053,53,3,66,1,532103,2021
71085_53_31,7403053,53,3,74,1,532103,2021
53745_53_7,2201053,53,1,22,1,532003,2020
94688_53_25,11203053,53,3,112,1,532103,2021
69996_53_25,9903053,53,3,99,1,532103,2021
61542_53_53,8803053,53,3,88,1,532103,2021
72830_53_35,8803053,53,3,88,1,532103,2021
84391_53_55,7403053,53,3,74,1,532103,2021
68511_53_57,11203053,53,3,112,1,532103,2021
92712_53_57,5703053,53,3,57,1,532103,2021
99860_53_59,10803053,53,3,108,1,532103,2021
75899_53_59,601053,53,1,6,1,532003,2020
50221_53_15,10903053,53,3,109,1,532103,2021
74887_53_15,9303053,53,3,93,1,532103,2021
87971_53_15,7503053,53,3,75,1,532103,2021
89179_53_61,7503053,53,3,75,1,532103,2021
50604_53_73,6603053,53,3,66,1,532103,2021
81035_53_75,8703053,53,3,87,1,532103,2021
69920_53_61,10903053,53,3,109,1,532103,2021
62394_53_25,6003053,53,3,60,1,532103,2021
92374_53_71,11203053,53,3,112,1,531903,2019
76469_53_5,11203053,53,3,112,1,532103,2021
60982_53_13,11203053,53,3,112,1,532103,2021
56722_53_21,7603053,53,3,76,1,532103,2021
84344_53_47,6103053,53,3,61,1,532103,2021
75165_53_39,9603053,53,3,96,1,532103,2021
53182_53_39,7103053,53,3,71,1,532103,2021
96696_53_11,7503053,53,3,75,1,532103,2021
51372_53_39,10703053,53,3,107,1,532103,2021
85566_53_11,7503053,53,3,75,1,532103,2021
65490_53_59,601053,53,1,6,1,532103,2021
75659_53_39,11303053,53,3,113,1,532103,2021
56832_53_39,11203053,53,3,112,1,532103,2021
71698_53_39,11203053,53,3,112,1,532103,2021
78837_53_59,701053,53,1,7,1,532103,2021
83093_53_59,4402053,53,2,44,1,532103,2021
57305_53_39,10303053,53,3,103,1,532103,2021
75719_53_39,11203053,53,3,112,1,532103,2021
73803_53_5,11203053,53,3,112,1,532103,2021
64841_53_59,701053,53,1,7,1,532103,2021
50423_53_39,10503053,53,3,105,1,532103,2021
66022_53_39,11203053,53,3,112,1,532103,2021
72881_53_39,11203053,53,3,112,1,532103,2021
89728_53_5,11203053,53,3,112,1,532103,2021
57177_53_15,10703053,53,3,107,1,532103,2021
62232_53_15,11003053,53,3,110,1,532103,2021
57589_53_77,10703053,53,3,107,1,532103,2021
71309_53_77,10703053,53,3,107,1,532103,2021
93162_53_5,11203053,53,3,112,1,532103,2021
53859_53_5,11203053,53,3,112,1,532103,2021
81897_53_15,11003053,53,3,110,1,532103,2021
65781_53_77,10303053,53,3,103,1,532103,2021
98740_53_77,11203053,53,3,112,1,532103,2021
60751_53_5,11203053,53,3,112,1,532103,2021
52134_53_71,8703053,53,3,87,1,532103,2021
69670_53_15,701053,53,1,7,1,532103,2021
83296_53_59,601053,53,1,6,1,532103,2021
95784_53_77,11203053,53,3,112,1,532103,2021
72645_53_5,11203053,53,3,112,1,532103,2021
76458_53_71,6003053,53,3,60,1,532103,2021
73413_53_71,8703053,53,3,87,1,532103,2021
67371_53_15,9203053,53,3,92,1,532103,2021
65627_53_59,701053,53,1,7,1,532103,2021
52918_53_77,11203053,53,3,112,1,532103,2021
69836_53_77,11203053,53,3,112,1,532103,2021
91166_53_5,11203053,53,3,112,1,532103,2021
94553_53_71,11203053,53,3,112,1,532103,2021
64645_53_15,11003053,53,3,110,1,532103,2021
75345_53_59,601053,53,1,6,1,532103,2021
70770_53_77,11203053,53,3,112,1,532103,2021
50232_53_5,11203053,53,3,112,1,532103,2021
60194_53_39,11203053,53,3,112,1,532103,2021
64963_53_47,11203053,53,3,112,1,532103,2021
76357_53_41,10603053,53,3,106,1,532103,2021
81513_53_41,7403053,53,3,74,1,532103,2021
81635_53_1,11203053,53,3,112,1,532103,2021
59749_53_43,11203053,53,3,112,1,532103,2021
94309_53_39,11203053,53,3,112,1,532103,2021
63071_53_3,9903053,53,3,99,1,532103,2021
92140_53_75,8703053,53,3,87,1,532103,2021
84057_53_5,11203053,53,3,112,1,532103,2021
53385_53_15,9903053,53,3,99,1,532103,2021
94879_53_59,601053,53,1,6,1,532103,2021
65038_53_39,7403053,53,3,74,1,532103,2021
57966_53_47,1901053,53,1,19,1,532003,2020
84451_53_19,3101053,53,1,31,1,532003,2020
95012_53_19,6903053,53,3,69,1,532103,2021
79172_53_47,2401053,53,1,24,1,532003,2020
66781_53_47,11203053,53,3,112,1,532103,2021
62619_53_19,4001053,53,1,40,1,532103,2021
87157_53_73,1201053,53,1,12,1,532003,2020
78943_53_73,5903053,53,3,59,1,532103,2021
55703_53_31,7503053,53,3,75,1,532103,2021
91438_53_35,5703053,53,3,57,1,532103,2021
97156_53_33,9003053,53,3,90,1,532103,2021
61645_53_7,3801053,53,1,38,1,532103,2021
76277_53_7,2501053,53,1,25,1,532003,2020
85915_53_43,11203053,53,3,112,1,532103,2021
70397_53_43,11203053,53,3,112,1,532103,2021
55671_53_63,10703053,53,3,107,1,532103,2021
65728_53_31,11303053,53,3,113,1,532103,2021
81650_53_31,7403053,53,3,74,1,532103,2021
98089_53_33,11303053,53,3,113,1,532103,2021
73868_53_33,9103053,53,3,91,1,532103,2021
59409_53_7,7703053,53,3,77,1,532103,2021
52179_53_17,11203053,53,3,112,1,532103,2021
77043_53_43,11203053,53,3,112,1,532103,2021
86185_53_43,11203053,53,3,112,1,532103,2021
53781_53_43,11203053,53,3,112,1,532103,2021
98709_53_31,6603053,53,3,66,1,532103,2021
57836_53_31,6603053,53,3,66,1,532103,2021
65328_53_33,11003053,53,3,110,1,532103,2021
99585_53_33,1101053,53,1,11,1,532003,2020
94348_53_33,4602053,53,2,46,1,532103,2021
78984_53_17,11203053,53,3,112,1,532103,2021
87281_53_17,11203053,53,3,112,1,532103,2021
77119_53_43,11203053,53,3,112,1,532103,2021
82904_53_31,1401053,53,1,14,1,532003,2020
67500_53_7,2401053,53,1,24,1,532003,2020
53051_53_17,11203053,53,3,112,1,532103,2021
89483_53_25,11203053,53,3,112,1,532103,2021
89532_53_43,11203053,53,3,112,1,532103,2021
80752_53_63,9503053,53,3,95,1,532103,2021
76893_53_63,8703053,53,3,87,1,532103,2021
54136_53_31,6403053,53,3,64,1,532103,2021
78787_53_31,8503053,53,3,85,1,532103,2021
66229_53_61,8303053,53,3,83,1,532103,2021
86131_53_7,1901053,53,1,19,1,532003,2020
93673_53_17,11203053,53,3,112,1,532103,2021
96818_53_43,9903053,53,3,99,1,532103,2021
57389_53_63,8103053,53,3,81,1,532103,2021
75000_53_31,11003053,53,3,110,1,532103,2021
88159_53_31,1501053,53,1,15,1,532003,2020
53819_53_51,10303053,53,3,103,1,532103,2021
76649_53_51,101053,53,1,1,1,532003,2020
85310_53_73,1201053,53,1,12,1,532003,2020
83183_53_47,1901053,53,1,19,1,532003,2020
91178_53_37,6003053,53,3,60,1,532103,2021
82588_53_47,8703053,53,3,87,1,531903,2019
93795_53_17,11203053,53,3,112,1,532103,2021
62736_53_17,11203053,53,3,112,1,532103,2021
78148_53_33,801053,53,1,8,1,532003,2020
72771_53_13,11203053,53,3,112,1,532103,2021
93678_53_19,10703053,53,3,107,1,532103,2021
64607_53_65,3101053,53,1,31,1,532003,2020
53813_53_19,10403053,53,3,104,1,532103,2021
61945_53_47,11203053,53,3,112,1,532103,2021
84859_53_77,11203053,53,3,112,1,532103,2021
51538_53_77,11203053,53,3,112,1,532103,2021
65222_53_47,2201053,53,1,22,1,532003,2020
72646_53_77,6003053,53,3,60,1,532103,2021
75337_53_77,6003053,53,3,60,1,532103,2021
82865_53_77,8703053,53,3,87,1,532103,2021
58098_53_7,2401053,53,1,24,1,532003,2020
91906_53_57,7303053,53,3,73,1,532103,2021
89574_53_39,7403053,53,3,74,1,532103,2021
87785_53_77,11203053,53,3,112,1,532103,2021
51928_53_77,11203053,53,3,112,1,532103,2021
65909_53_47,5202053,53,2,52,1,532103,2021
78293_53_13,4802053,53,2,48,1,532103,2021
70455_53_13,4802053,53,2,48,1,532103,2021
70811_53_13,4802053,53,2,48,1,532103,2021
82557_53_15,10203053,53,3,102,1,532103,2021
55349_53_67,7503053,53,3,75,1,532103,2021
56935_53_71,11203053,53,3,112,1,532103,2021
51426_53_37,4902053,53,2,49,1,532103,2021
68978_53_43,11203053,53,3,112,1,532103,2021
82406_53_33,10503053,53,3,105,1,532103,2021
75255_53_33,8803053,53,3,88,1,532103,2021
73640_53_61,7203053,53,3,72,1,532103,2021
56034_53_61,8703053,53,3,87,1,531903,2019
92576_53_35,7903053,53,3,79,1,532103,2021
59467_53_17,7603053,53,3,76,1,532103,2021
75956_53_21,11203053,53,3,112,1,532103,2021
79337_53_41,601053,53,1,6,1,532003,2020
50970_53_21,11203053,53,3,112,1,532103,2021
72452_53_19,10503053,53,3,105,1,532103,2021
53112_53_39,11203053,53,3,112,1,532103,2021
55532_53_73,11603053,53,3,116,1,532103,2021
92282_53_57,8703053,53,3,87,1,531903,2019
87916_53_57,10903053,53,3,109,1,532103,2021
55969_53_37,11203053,53,3,112,1,532103,2021
65194_53_25,8703053,53,3,87,1,531903,2019
71702_53_75,8703053,53,3,87,1,532103,2021
62467_53_43,9903053,53,3,99,1,532103,2021
68868_53_63,11303053,53,3,113,1,532103,2021
57127_53_45,10903053,53,3,109,1,532103,2021
92232_53_69,10803053,53,3,108,1,532103,2021
83908_53_47,7403053,53,3,74,1,532103,2021
58494_53_59,11003053,53,3,110,1,532103,2021
97475_53_1,11203053,53,3,112,1,532103,2021
52913_53_65,8103053,53,3,81,1,532103,2021
51028_53_65,10603053,53,3,106,1,532103,2021
98889_53_65,10603053,53,3,106,1,532103,2021
62417_53_65,3201053,53,1,32,1,532003,2020
99689_53_41,4402053,53,2,44,1,532103,2021
55440_53_47,8703053,53,3,87,1,531903,2019
56561_53_17,11203053,53,3,112,1,532103,2021
97127_53_59,701053,53,1,7,1,532003,2020
69889_53_71,11203053,53,3,112,1,532103,2021
78458_53_33,9003053,53,3,90,1,532103,2021
95105_53_51,10403053,53,3,104,1,532103,2021
55100_53_3,11203053,53,3,112,1,532103,2021
53957_53_65,8703053,53,3,87,1,532103,2021
78571_53_43,11203053,53,3,112,1,532103,2021
62215_53_21,11203053,53,3,112,1,532103,2021
74371_53_37,7703053,53,3,77,1,532103,2021
54990_53_77,2101053,53,1,21,1,532003,2020
57874_53_49,7503053,53,3,75,1,532103,2021
79233_53_47,11203053,53,3,112,1,532103,2021
80740_53_53,10303053,53,3,103,1,532103,2021
98685_53_77,11203053,53,3,112,1,532103,2021
90615_53_67,9303053,53,3,93,1,532103,2021
59667_53_41,10903053,53,3,109,1,532103,2021
74013_53_7,10003053,53,3,100,1,532103,2021
84652_53_77,2201053,53,1,22,1,532003,2020
74331_53_47,11503053,53,3,115,1,532103,2021
80821_53_47,11203053,53,3,112,1,532103,2021
88271_53_75,8703053,53,3,87,1,532103,2021
80972_53_63,11203053,53,3,112,1,532103,2021
92322_53_43,9903053,53,3,99,1,532103,2021
93660_53_7,4101053,53,1,41,1,532103,2021
93414_53_43,9903053,53,3,99,1,532103,2021
61852_53_43,11203053,53,3,112,1,532103,2021
70841_53_63,8803053,53,3,88,1,532103,2021
88234_53_31,6503053,53,3,65,1,532103,2021
78212_53_61,8803053,53,3,88,1,532103,2021
73929_53_61,8803053,53,3,88,1,532103,2021
94151_53_61,7203053,53,3,72,1,532103,2021
67948_53_7,3801053,53,1,38,1,532103,2021
57395_53_17,11203053,53,3,112,1,532103,2021
89901_53_9,11703053,53,3,117,1,532103,2021
79748_53_31,5703053,53,3,57,1,532103,2021
83045_53_73,9903053,53,3,99,1,532103,2021
66758_53_15,8703053,53,3,87,1,531903,2019
55498_53_31,6403053,53,3,64,1,532103,2021
73467_53_45,1401053,53,1,14,1,532003,2020
78137_53_45,6403053,53,3,64,1,532103,2021
54851_53_43,11203053,53,3,112,1,532103,2021
81363_53_23,11203053,53,3,112,1,532103,2021
63312_53_23,11203053,53,3,112,1,532103,2021
98334_53_75,8703053,53,3,87,1,531903,2019
94671_53_3,6003053,53,3,60,1,532103,2021
82188_53_59,701053,53,1,7,1,532003,2020
97953_53_53,6303053,53,3,63,1,532103,2021
72509_53_31,6403053,53,3,64,1,532103,2021
56880_53_35,8603053,53,3,86,1,532103,2021
85013_53_35,5703053,53,3,57,1,532103,2021
61202_53_57,8803053,53,3,88,1,532103,2021
88764_53_59,7403053,53,3,74,1,532103,2021
91431_53_61,7903053,53,3,79,1,532103,2021
88024_53_73,4502053,53,2,45,1,532103,2021
64427_53_13,11203053,53,3,112,1,532103,2021
77628_53_41,701053,53,1,7,1,532003,2020
53110_53_59,601053,53,1,6,1,532003,2020
83612_53_25,6003053,53,3,60,1,532103,2021
91110_53_47,11203053,53,3,112,1,532103,2021
50959_53_47,10503053,53,3,105,1,532103,2021
99070_53_77,11203053,53,3,112,1,532103,2021
70454_53_5,11203053,53,3,112,1,532103,2021
96227_53_77,8703053,53,3,87,1,532103,2021
73996_53_77,11203053,53,3,112,1,531903,2019
56331_53_37,11303053,53,3,113,1,532103,2021
51695_53_37,7603053,53,3,76,1,532103,2021
77376_53_17,11203053,53,3,112,1,532103,2021
58265_53_17,7603053,53,3,76,1,532103,2021
61030_53_17,7603053,53,3,76,1,532103,2021
58732_53_25,5703053,53,3,57,1,532103,2021
81429_53_37,10803053,53,3,108,1,532103,2021
98319_53_39,11203053,53,3,112,1,532103,2021
72626_53_61,5703053,53,3,57,1,532103,2021
84992_53_61,8003053,53,3,80,1,532103,2021
60409_53_41,601053,53,1,6,1,532003,2020
75935_53_43,11203053,53,3,112,1,532103,2021
78900_53_43,11203053,53,3,112,1,532103,2021
90154_53_43,7603053,53,3,76,1,532103,2021
78998_53_21,11203053,53,3,112,1,532103,2021
85485_53_25,11203053,53,3,112,1,532103,2021
98196_53_7,6103053,53,3,61,1,532103,2021
85115_53_61,8703053,53,3,87,1,532103,2021
51770_53_7,2401053,53,1,24,1,532003,2020
61008_53_13,11203053,53,3,112,1,532103,2021
99069_53_57,11003053,53,3,110,1,532103,2021
73292_53_15,7503053,53,3,75,1,532103,2021
58534_53_5,6003053,53,3,60,1,532103,2021
98421_53_5,6003053,53,3,60,1,532103,2021
73424_53_63,8803053,53,3,88,1,532103,2021
59793_53_25,6003053,53,3,60,1,532103,2021
71895_53_41,11003053,53,3,110,1,532103,2021
79682_53_47,10803053,53,3,108,1,532103,2021
73104_53_49,11003053,53,3,110,1,532103,2021
61007_53_41,601053,53,1,6,1,532003,2020
84880_53_67,11103053,53,3,111,1,532103,2021
76221_53_47,5703053,53,3,57,1,532103,2021
87039_53_19,10503053,53,3,105,1,532103,2021
71523_53_65,10403053,53,3,104,1,532103,2021
85102_53_65,10803053,53,3,108,1,532103,2021
92383_53_9,4101053,53,1,41,1,532103,2021
50950_53_9,8703053,53,3,87,1,532103,2021
83405_53_61,10903053,53,3,109,1,532103,2021
69006_53_61,1101053,53,1,11,1,532003,2020
65024_53_47,11203053,53,3,112,1,532103,2021
93963_53_17,11203053,53,3,112,1,532103,2021
62796_53_9,11003053,53,3,110,1,532103,2021
57671_53_9,9203053,53,3,92,1,532103,2021
96098_53_61,8503053,53,3,85,1,532103,2021
59664_53_47,5703053,53,3,57,1,532103,2021
79037_53_17,11203053,53,3,112,1,532103,2021
88950_53_63,8803053,53,3,88,1,532103,2021
84865_53_63,8003053,53,3,80,1,532103,2021
86581_53_9,11003053,53,3,110,1,532103,2021
78577_53_9,11003053,53,3,110,1,532103,2021
69061_53_29,8403053,53,3,84,1,532103,2021
92100_53_7,5202053,53,2,52,1,532103,2021
59090_53_7,4902053,53,2,49,1,532103,2021
57286_53_47,11203053,53,3,112,1,532103,2021
54189_53_19,10603053,53,3,106,1,532103,2021
89730_53_19,10403053,53,3,104,1,532103,2021
98161_53_61,8003053,53,3,80,1,532103,2021
51536_53_7,4902053,53,2,49,1,532103,2021
97233_53_47,3801053,53,1,38,1,532103,2021
53011_53_71,11203053,53,3,112,1,532103,2021
69772_53_13,3701053,53,1,37,1,532103,2021
76569_53_13,4802053,53,2,48,1,532103,2021
54870_53_69,11203053,53,3,112,1,532103,2021
62512_53_15,8103053,53,3,81,1,532103,2021
59379_53_15,7503053,53,3,75,1,532103,2021
97453_53_77,10503053,53,3,105,1,532103,2021
68925_53_77,11203053,53,3,112,1,532103,2021
82799_53_5,8703053,53,3,87,1,532103,2021
70821_53_5,8703053,53,3,87,1,532103,2021
86813_53_13,11303053,53,3,113,1,532103,2021
54470_53_43,6003053,53,3,60,1,532103,2021
81941_53_57,11003053,53,3,110,1,532103,2021
74691_53_9,6503053,53,3,65,1,532103,2021
76542_53_5,11203053,53,3,112,1,532103,2021
75825_53_5,11203053,53,3,112,1,532103,2021
85504_53_37,1901053,53,1,19,1,532003,2020
99404_53_25,11203053,53,3,112,1,532103,2021
56336_53_7,3801053,53,1,38,1,532103,2021
81652_53_47,7903053,53,3,79,1,532103,2021
85953_53_47,8103053,53,3,81,1,532103,2021
50755_53_71,11203053,53,3,112,1,531903,2019
82661_53_71,11203053,53,3,112,1,532103,2021
72205_53_7,5602053,53,2,56,1,532103,2021
55288_53_39,11203053,53,3,112,1,532103,2021
91941_53_39,11203053,53,3,112,1,532103,2021
78500_53_77,11203053,53,3,112,1,532103,2021
53865_53_67,8703053,53,3,87,1,532103,2021
80603_53_61,1101053,53,1,11,1,532003,2020
92851_53_77,2301053,53,1,23,1,532003,2020
81935_53_77,5102053,53,2,51,1,532103,2021
54082_53_77,5202053,53,2,52,1,532103,2021
79861_53_77,10503053,53,3,105,1,532103,2021
84961_53_77,11303053,53,3,113,1,532103,2021
61653_53_19,11003053,53,3,110,1,532103,2021
55199_53_61,5402053,53,2,54,1,532103,2021
99995_53_39,11203053,53,3,112,1,532103,2021
88837_53_47,10303053,53,3,103,1,532103,2021
77885_53_65,3001053,53,1,30,1,532003,2020
54871_53_65,3201053,53,1,32,1,532003,2020
96022_53_57,3301053,53,1,33,1,532003,2020
51871_53_49,11003053,53,3,110,1,532103,2021
55441_53_19,10403053,53,3,104,1,532103,2021
93047_53_1,11203053,53,3,112,1,532103,2021
77461_53_47,3801053,53,1,38,1,532103,2021
62263_53_47,2101053,53,1,21,1,532003,2020
77267_53_9,11703053,53,3,117,1,532103,2021
88223_53_37,5703053,53,3,57,1,532103,2021
53834_53_47,9903053,53,3,99,1,532103,2021
58621_53_21,11203053,53,3,112,1,532103,2021
89507_53_33,7503053,53,3,75,1,532103,2021
91665_53_21,8703053,53,3,87,1,531903,2019
89850_53_1,11203053,53,3,112,1,532103,2021
86741_53_1,11203053,53,3,112,1,532103,2021
69079_53_7,2501053,53,1,25,1,532003,2020
85556_53_53,5703053,53,3,57,1,532103,2021
78165_53_53,9203053,53,3,92,1,532103,2021
55011_53_61,11203053,53,3,112,1,532103,2021
69777_53_29,8703053,53,3,87,1,531903,2019
70732_53_59,601053,53,1,6,1,532003,2020
91955_53_59,601053,53,1,6,1,532003,2020
80295_53_31,1401053,53,1,14,1,532003,2020
72751_53_27,10703053,53,3,107,1,532103,2021
61265_53_27,10903053,53,3,109,1,532103,2021
59292_53_65,7303053,53,3,73,1,532103,2021
84031_53_51,7303053,53,3,73,1,532103,2021
70897_53_45,1501053,53,1,15,1,532003,2020
98661_53_27,1501053,53,1,15,1,532003,2020
77998_53_25,11203053,53,3,112,1,531903,2019
99200_53_47,5202053,53,2,52,1,532103,2021
62931_53_33,7403053,53,3,74,1,532103,2021
76658_53_61,9803053,53,3,98,1,532103,2021
92240_53_21,11203053,53,3,112,1,532103,2021
76345_53_15,9803053,53,3,98,1,532103,2021
73295_53_59,3501053,53,1,35,1,532103,2021
65680_53_77,10803053,53,3,108,1,532103,2021
96827_53_77,11203053,53,3,112,1,532103,2021
81481_53_71,11203053,53,3,112,1,532103,2021
83563_53_71,11203053,53,3,112,1,532103,2021
51590_53_3,9903053,53,3,99,1,532103,2021
63745_53_3,8803053,53,3,88,1,532103,2021
58666_53_69,10903053,53,3,109,1,532103,2021
50505_53_15,10903053,53,3,109,1,532103,2021
81357_53_59,201053,53,1,2,1,532103,2021
82497_53_77,11203053,53,3,112,1,532103,2021
75619_53_77,11203053,53,3,112,1,532103,2021
86550_53_77,8703053,53,3,87,1,532103,2021
54903_53_71,11203053,53,3,112,1,532103,2021
89099_53_71,9903053,53,3,99,1,532103,2021
92270_53_13,11203053,53,3,112,1,532103,2021
60992_53_69,11003053,53,3,110,1,532103,2021
98268_53_59,11003053,53,3,110,1,532103,2021
67149_53_59,201053,53,1,2,1,532103,2021
87833_53_59,601053,53,1,6,1,532103,2021
59708_53_77,11303053,53,3,113,1,532103,2021
67761_53_77,11203053,53,3,112,1,532103,2021
91715_53_5,11203053,53,3,112,1,532103,2021
97922_53_5,11203053,53,3,112,1,532103,2021
72375_53_71,11203053,53,3,112,1,532103,2021
60945_53_13,3701053,53,1,37,1,532103,2021
61831_53_49,10903053,53,3,109,1,532103,2021
51215_53_41,10103053,53,3,101,1,532103,2021
64081_53_77,10703053,53,3,107,1,532103,2021
92292_53_5,11203053,53,3,112,1,532103,2021
61685_53_13,11303053,53,3,113,1,532103,2021
56549_53_3,7603053,53,3,76,1,532103,2021
73818_53_41,10903053,53,3,109,1,532103,2021
52429_53_41,6803053,53,3,68,1,532103,2021
71806_53_77,11503053,53,3,115,1,532103,2021
67850_53_77,11203053,53,3,112,1,532103,2021
85135_53_77,11203053,53,3,112,1,532103,2021
95322_53_21,11203053,53,3,112,1,532103,2021
56288_53_21,5703053,53,3,57,1,532103,2021
74858_53_49,5903053,53,3,59,1,532103,2021
72828_53_41,9703053,53,3,97,1,532103,2021
59696_53_41,11003053,53,3,110,1,532103,2021
75481_53_77,11203053,53,3,112,1,532103,2021
88632_53_77,6003053,53,3,60,1,532103,2021
54858_53_21,6003053,53,3,60,1,532103,2021
89603_53_15,11003053,53,3,110,1,532103,2021
55231_53_27,7503053,53,3,75,1,532103,2021
68732_53_43,6003053,53,3,60,1,532103,2021
53525_53_43,11203053,53,3,112,1,532103,2021
58794_53_21,11203053,53,3,112,1,532103,2021
59222_53_23,11203053,53,3,112,1,532103,2021
65388_53_5,11203053,53,3,112,1,532103,2021
75722_53_77,10503053,53,3,105,1,532103,2021
86585_53_39,10603053,53,3,106,1,532103,2021
60357_53_39,11203053,53,3,112,1,532103,2021
93759_53_23,1801053,53,1,18,1,532103,2021
54433_53_3,3401053,53,1,34,1,532103,2021
59859_53_49,7603053,53,3,76,1,532103,2021
87120_53_27,11203053,53,3,112,1,532103,2021
65674_53_27,11003053,53,3,110,1,532103,2021
71050_53_27,11003053,53,3,110,1,532103,2021
50515_53_33,7503053,53,3,75,1,532103,2021
55394_53_57,6603053,53,3,66,1,532103,2021
56351_53_25,6003053,53,3,60,1,532103,2021
60833_53_27,11303053,53,3,113,1,532103,2021
66443_53_55,10003053,53,3,100,1,532103,2021
60295_53_9,9503053,53,3,95,1,532103,2021
87279_53_47,7303053,53,3,73,1,532103,2021
89734_53_47,9903053,53,3,99,1,532103,2021
81681_53_65,10603053,53,3,106,1,532103,2021
87438_53_73,11603053,53,3,116,1,532103,2021
88491_53_47,5102053,53,2,51,1,532103,2021
91569_53_47,3801053,53,1,38,1,532103,2021
91600_53_47,9903053,53,3,99,1,532103,2021
65827_53_47,2501053,53,1,25,1,532003,2020
74766_53_51,3201053,53,1,32,1,532003,2020
58416_53_51,101053,53,1,1,1,532003,2020
89030_53_73,9203053,53,3,92,1,532103,2021
88677_53_73,5302053,53,2,53,1,532103,2021
83147_53_47,4902053,53,2,49,1,532103,2021
96067_53_47,9403053,53,3,94,1,532103,2021
56229_53_51,2901053,53,1,29,1,532003,2020
59516_53_73,11603053,53,3,116,1,532103,2021
54102_53_73,5502053,53,2,55,1,532103,2021
60754_53_47,5602053,53,2,56,1,532103,2021
99153_53_47,1901053,53,1,19,1,532003,2020
68135_53_19,11203053,53,3,112,1,532103,2021
99540_53_19,2601053,53,1,26,1,532003,2020
79477_53_73,11003053,53,3,110,1,532103,2021
70078_53_73,6703053,53,3,67,1,532103,2021
84234_53_47,7603053,53,3,76,1,532103,2021
68832_53_19,2801053,53,1,28,1,532003,2020
81870_53_65,8503053,53,3,85,1,532103,2021
71718_53_73,1001053,53,1,10,1,532003,2020
87792_53_47,3801053,53,1,38,1,532103,2021
99344_53_47,10503053,53,3,105,1,532103,2021
77622_53_65,7403053,53,3,74,1,532103,2021
97216_53_51,8303053,53,3,83,1,532103,2021
59752_53_73,8703053,53,3,87,1,532103,2021
69871_53_73,5703053,53,3,57,1,532103,2021
98476_53_47,9903053,53,3,99,1,532103,2021
88390_53_47,6903053,53,3,69,1,532103,2021
54114_53_51,101053,53,1,1,1,532003,2020
58115_53_73,5703053,53,3,57,1,532103,2021
59448_53_73,9903053,53,3,99,1,532103,2021
53830_53_47,5602053,53,2,56,1,532103,2021
53107_53_47,5602053,53,2,56,1,532103,2021
89210_53_49,10903053,53,3,109,1,532103,2021
83617_53_7,2501053,53,1,25,1,532003,2020
72898_53_37,11203053,53,3,112,1,532103,2021
78339_53_7,8703053,53,3,87,1,532103,2021
55556_53_41,701053,53,1,7,1,532003,2020
90230_53_47,4902053,53,2,49,1,532103,2021
72395_53_47,2001053,53,1,20,1,532003,2020
55773_53_25,6003053,53,3,60,1,532103,2021
77377_53_77,11203053,53,3,112,1,532103,2021
86933_53_77,11203053,53,3,112,1,531903,2019
92327_53_67,9903053,53,3,99,1,532103,2021
71082_53_49,7503053,53,3,75,1,532103,2021
94016_53_31,6403053,53,3,64,1,532103,2021
91128_53_45,11303053,53,3,113,1,532103,2021
80681_53_25,6003053,53,3,60,1,532103,2021
62963_53_19,8103053,53,3,81,1,532103,2021
79407_53_15,9803053,53,3,98,1,532103,2021
99174_53_33,7403053,53,3,74,1,532103,2021
53463_53_53,4702053,53,2,47,1,532103,2021
81528_53_75,8703053,53,3,87,1,532103,2021
69712_53_71,11203053,53,3,112,1,532103,2021
60918_53_37,6803053,53,3,68,1,532103,2021
67675_53_67,8403053,53,3,84,1,532103,2021
59868_53_63,11203053,53,3,112,1,532103,2021
66275_53_63,11203053,53,3,112,1,532103,2021
87168_53_75,8703053,53,3,87,1,531903,2019
50518_53_13,11203053,53,3,112,1,532103,2021
93361_53_25,9903053,53,3,99,1,532103,2021
77183_53_39,10903053,53,3,109,1,532103,2021
50884_53_65,11203053,53,3,112,1,532103,2021
96809_53_65,2901053,53,1,29,1,532003,2020
87816_53_47,2301053,53,1,23,1,532003,2020
81256_53_47,2401053,53,1,24,1,532003,2020
79133_53_47,5202053,53,2,52,1,532103,2021
69993_53_47,11203053,53,3,112,1,532103,2021
96719_53_25,6003053,53,3,60,1,532103,2021
81740_53_31,10803053,53,3,108,1,532103,2021
51771_53_27,11303053,53,3,113,1,532103,2021
76834_53_3,11203053,53,3,112,1,532103,2021
75616_53_25,11203053,53,3,112,1,532103,2021
89073_53_25,11203053,53,3,112,1,532103,2021
58792_53_65,11303053,53,3,113,1,532103,2021
55604_53_73,11203053,53,3,112,1,532103,2021
62752_53_73,5402053,53,2,54,1,532103,2021
88742_53_45,11703053,53,3,117,1,532103,2021
89027_53_75,8703053,53,3,87,1,532103,2021
91520_53_1,7603053,53,3,76,1,532103,2021
61659_53_7,6203053,53,3,62,1,532103,2021
90584_53_13,11203053,53,3,112,1,532103,2021
66994_53_19,10603053,53,3,106,1,532103,2021
67254_53_37,4101053,53,1,41,1,532103,2021
