PLT_CN,STATECD,INVYR,PLOT_FIADB
29880365010497,6,2009,87777
22952995010497,6,2007,87783
23955764010900,6,2002,87786
22930298010497,6,2008,87788
24310502010900,6,2003,87813
24226634010900,6,2003,87824
23958246010900,6,2002,87834
23832304010900,6,2002,87852
24991512010900,6,2004,87864
8936714010901,6,2006,87869
8895602010901,6,2006,87910
25047151010900,6,2004,87912
22953140010497,6,2007,87920
22929996010497,6,2008,87923
22953213010497,6,2007,87926
13083600010497,6,2005,87927
29879571010497,6,2009,87968
23687968010900,6,2001,87969
22953222010497,6,2007,87970
29394807010497,6,2008,87984
29879532010497,6,2009,88003
29879653010497,6,2009,88009
23666383010900,6,2001,88038
24308821010900,6,2003,88043
23799681010900,6,2002,88049
23676703010900,6,2001,88058
22953675010497,6,2007,88112
23762902010900,6,2002,88114
23794391010900,6,2002,88127
22953081010497,6,2007,88130
22953406010497,6,2007,88136
13117882010497,6,2005,88146
13140813010497,6,2005,88167
24334803010900,6,2003,88174
23747977010900,6,2001,88200
22953580010497,6,2007,88204
23954817010900,6,2002,88216
22953508010497,6,2007,88217
8920085010901,6,2006,88235
29881206010497,6,2009,88241
29880546010497,6,2009,88254
29880037010497,6,2009,88258
25030245010900,6,2004,88288
24222778010900,6,2003,88305
22953229010497,6,2007,88307
22931555010497,6,2008,88311
23705898010900,6,2001,88319
29395022010497,6,2008,88327
22952849010497,6,2007,88329
22931963010497,6,2008,88362
8907698010901,6,2006,88388
22953673010497,6,2007,88395
22930174010497,6,2008,88402
24261362010900,6,2003,88404
24215403010900,6,2003,88413
24975851010900,6,2004,88433
13114518010497,6,2005,88440
13154277010497,6,2005,88450
22930313010497,6,2008,88454
24307354010900,6,2003,88485
23765709010900,6,2002,88505
8911854010901,6,2006,88512
24235141010900,6,2003,88514
23833523010900,6,2002,88522
22930297010497,6,2008,88531
22953355010497,6,2007,88549
8941493010901,6,2006,88550
13159272010497,6,2005,88563
29879862010497,6,2009,88592
22953335010497,6,2007,88598
8919216010901,6,2006,88642
24306098010900,6,2003,88644
29879124010497,6,2009,88701
22952831010497,6,2007,88718
22930203010497,6,2008,88723
24234099010900,6,2003,88737
29879125010497,6,2009,88765
8979096010901,6,2005,88780
22931839010497,6,2008,88792
23816041010900,6,2002,88794
13097693010497,6,2005,88796
25122961010900,6,2004,88801
23837118010900,6,2002,88831
24992661010900,6,2004,88833
29880529010497,6,2009,88857
24255196010900,6,2003,88868
22931229010497,6,2008,88882
24287858010900,6,2003,88890
22953511010497,6,2007,88898
23797321010900,6,2002,88902
25032030010900,6,2004,88913
42874224010497,6,2008,88931
23962051010900,6,2002,88932
22931947010497,6,2008,88939
22931940010497,6,2008,88954
24251073010900,6,2003,88968
25119380010900,6,2004,88971
23705615010900,6,2001,88973
13233567010497,6,2001,88987
23654877010900,6,2001,89006
23692048010900,6,2001,89041
23973272010900,6,2002,89049
24336921010900,6,2003,89060
23977900010900,6,2002,89074
22930214010497,6,2008,89077
23678410010900,6,2001,89079
22931786010497,6,2008,89089
23833709010900,6,2002,89092
8886475010901,6,2006,89113
23659256010900,6,2001,89117
8947902010901,6,2006,89120
23724580010900,6,2001,89124
25157163010900,6,2004,89136
23820775010900,6,2002,89142
23808050010900,6,2002,89151
41118068010497,6,2001,89161
25021192010900,6,2004,89171
22930031010497,6,2008,89244
23737690010900,6,2001,89252
24335945010900,6,2003,89261
13090907010497,6,2005,89278
8910987010901,6,2006,89280
13141030010497,6,2005,89329
29880094010497,6,2009,89340
22931260010497,6,2008,89362
23942953010900,6,2002,89368
23960748010900,6,2002,89397
23647342010900,6,2001,89411
22953634010497,6,2007,89453
22952825010497,6,2007,89458
25036356010900,6,2004,89461
25163401010900,6,2004,89477
22953130010497,6,2007,89485
22953231010497,6,2007,89506
25043318010900,6,2004,89511
29879866010497,6,2009,89512
25158036010900,6,2004,89540
24225070010900,6,2003,89546
23709297010900,6,2001,89548
8980871010901,6,2005,89552
23733719010900,6,2001,89569
25010359010900,6,2004,89572
25042099010900,6,2004,89610
22953354010497,6,2007,89614
13172887010497,6,2005,89633
24239052010900,6,2003,89641
29880888010497,6,2009,89654
8963648010901,6,2006,89655
24217011010900,6,2003,89668
29880805010497,6,2009,89672
24977668010900,6,2004,89683
23986714010900,6,2002,89685
29880046010497,6,2009,89712
24323896010900,6,2003,89745
22931895010497,6,2008,89749
8980023010901,6,2005,89779
22953405010497,6,2006,89793
23980519010900,6,2002,89831
23789146010900,6,2002,89851
22952843010497,6,2007,89857
22952910010497,6,2007,89875
22953505010497,6,2007,89905
23781257010900,6,2002,89912
23740216010900,6,2001,89914
24306214010900,6,2003,89915
23760194010900,6,2001,89916
8951107010901,6,2006,89919
22953225010497,6,2007,89931
22931414010497,6,2008,89934
23736849010900,6,2001,89945
13150191010497,6,2005,89949
25055914010900,6,2004,89950
22930070010497,6,2008,89958
29879880010497,6,2009,89965
23772104010900,6,2002,89975
29880145010497,6,2009,89980
22931681010497,6,2008,89987
22953223010497,6,2007,89998
22931864010497,6,2008,90007
24220418010900,6,2003,90023
22953025010497,6,2007,90025
25159996010900,6,2004,90049
22953527010497,6,2007,90053
8913002010901,6,2006,90073
22931950010497,6,2008,90090
29881024010497,6,2009,90095
23973387010900,6,2002,90130
23959475010900,6,2002,90133
24976460010900,6,2004,90137
29880734010497,6,2009,90139
23780204010900,6,2002,90169
22929920010497,6,2008,90170
13105410010497,6,2005,90171
13073151010497,6,2005,90179
25160990010900,6,2004,90182
24980967010900,6,2004,90228
23687464010900,6,2001,90233
25038168010900,6,2004,90246
22953442010497,6,2007,90267
29880307010497,6,2009,90271
8908601010901,6,2006,90288
29880552010497,6,2009,90301
23708618010900,6,2001,90310
13110643010497,6,2005,90320
22953100010497,6,2007,90332
23788533010900,6,2002,90340
29394913010497,6,2008,90370
24989367010900,6,2004,90384
29880389010497,6,2009,90385
22953019010497,6,2007,90400
23756800010900,6,2001,90436
29881044010497,6,2009,90440
25010614010900,6,2004,90458
13109268010497,6,2005,90464
25055156010900,6,2004,90470
8888735010901,6,2006,90478
24224458010900,6,2003,90505
23702491010900,6,2001,90531
13072841010497,6,2005,90554
23992026010900,6,2002,90601
22929998010497,6,2008,90611
13146482010497,6,2005,90616
29394796010497,6,2008,90618
22953268010497,6,2007,90620
25120034010900,6,2004,90635
23653861010900,6,2001,90646
8916509010901,6,2006,90652
13098401010497,6,2005,90658
22953255010497,6,2007,90668
29881351010497,6,2009,90691
22952990010497,6,2007,90696
22953579010497,6,2007,90724
29394853010497,6,2008,90733
8955917010901,6,2006,90740
23752328010900,6,2001,90750
24290959010900,6,2003,90768
22953049010497,6,2007,90793
13152691010497,6,2005,90805
29880808010497,6,2009,90811
22953559010497,6,2007,90812
23998586010900,6,2002,90830
25035470010900,6,2004,90837
23738784010900,6,2001,90839
25156681010900,6,2004,90861
23695050010900,6,2001,90884
25054713010900,6,2004,90895
23704503010900,6,2001,90898
13128922010497,6,2005,90933
8936122010901,6,2006,90936
23840977010900,6,2002,90948
22828322010497,6,2007,90958
8978439010901,6,2005,90976
22953082010497,6,2007,90986
24279395010900,6,2003,91008
8963758010901,6,2006,91012
23753986010900,6,2001,91038
25139247010900,6,2004,91052
25048336010900,6,2004,91053
23789340010900,6,2002,91069
23651516010900,6,2001,91082
22953573010497,6,2007,91103
23727998010900,6,2001,91108
23645606010900,6,2001,91134
29881049010497,6,2009,91137
24974592010900,6,2004,91215
24299523010900,6,2003,91218
29880884010497,6,2009,91222
23819877010900,6,2002,91232
22929962010497,6,2008,91252
22953314010497,6,2007,91266
22953147010497,6,2007,91268
23841731010900,6,2002,91277
8912177010901,6,2006,91292
8979714010901,6,2005,91300
13130460010497,6,2005,91311
25026172010900,6,2004,91317
25047624010900,6,2004,91318
22931732010497,6,2008,91332
23980691010900,6,2002,91334
23645707010900,6,2001,91336
24291175010900,6,2003,91343
29880533010497,6,2009,91348
22953497010497,6,2007,91371
23955290010900,6,2002,91384
22953477010497,6,2007,91413
22929940010497,6,2008,91414
24300503010900,6,2003,91472
24241886010900,6,2003,91485
22953383010497,6,2007,91490
25008395010900,6,2004,91513
13120561010497,6,2005,91517
25029358010900,6,2004,91532
25122085010900,6,2004,91538
22931845010497,6,2008,91546
22952846010497,6,2007,91547
29881291010497,6,2009,91548
23650809010900,6,2001,91549
25054113010900,6,2004,91555
24335002010900,6,2003,91566
8942411010901,6,2006,91581
23742589010900,6,2001,91585
24976008010900,6,2004,91598
23956869010900,6,2002,91612
25127384010900,6,2004,91625
22953109010497,6,2007,91632
23841482010900,6,2002,91643
22953450010497,6,2007,91646
23739186010900,6,2001,91660
29879918010497,6,2009,91680
23818268010900,6,2002,91689
8917048010901,6,2006,91703
23737948010900,6,2001,91707
29881274010497,6,2009,91724
23694618010900,6,2001,91739
29880228010497,6,2009,91743
8907855010901,6,2006,91745
22931905010497,6,2008,91750
25028726010900,6,2004,91757
24232970010900,6,2003,91772
8921353010901,6,2006,91799
23726362010900,6,2001,91831
23990938010900,6,2002,91832
23810210010900,6,2002,91834
13145594010497,6,2005,91857
24280796010900,6,2003,91876
13101196010497,6,2005,91881
8913458010901,6,2006,91897
29881204010497,6,2009,91911
25033071010900,6,2004,91921
25019968010900,6,2004,91925
24287077010900,6,2003,91930
29394769010497,6,2008,91931
23769239010900,6,2002,91949
24217494010900,6,2003,91953
22953541010497,6,2007,91958
25127229010900,6,2004,91989
22953449010497,6,2007,91993
25140178010900,6,2004,91997
24286558010900,6,2003,92012
23662093010900,6,2001,92015
22953664010497,6,2007,92048
23816117010900,6,2002,92051
13144571010497,6,2005,92053
23735782010900,6,2001,92057
24325098010900,6,2003,92060
23665641010900,6,2001,92088
22953176010497,6,2007,92098
41117649010497,6,2001,92113
24293627010900,6,2003,92116
23743941010900,6,2001,92124
23725443010900,6,2001,92125
24298966010900,6,2003,92129
22952931010497,6,2006,92143
13119980010497,6,2005,92144
23674538010900,6,2001,92159
22953626010497,6,2007,92163
29880322010497,6,2009,92168
23766106010900,6,2002,92169
13106891010497,6,2005,92184
24236427010900,6,2003,92189
29880864010497,6,2009,92197
22930055010497,6,2008,92210
13088635010497,6,2005,92213
25044349010900,6,2004,92236
24327293010900,6,2003,92253
22953033010497,6,2007,92255
24218881010900,6,2003,92264
8953729010901,6,2006,92285
23651826010900,6,2001,92287
29880392010497,6,2009,92300
23690688010900,6,2001,92302
23741697010900,6,2001,92307
22931881010497,6,2008,92310
22930179010497,6,2008,92313
23793929010900,6,2002,92314
8980985010901,6,2005,92317
23657689010900,6,2001,92326
22930228010497,6,2008,92335
22931855010497,6,2008,92351
29880411010497,6,2009,92376
23774534010900,6,2002,92380
23977600010900,6,2002,92385
22931727010497,6,2008,92386
23976884010900,6,2002,92387
23702769010900,6,2001,92405
13138899010497,6,2005,92408
23765325010900,6,2002,92412
29880891010497,6,2009,92426
22931925010497,6,2008,92430
13101961010497,6,2005,92436
25152355010900,6,2004,92457
29880144010497,6,2009,92459
13095087010497,6,2005,92471
8955133010901,6,2006,92474
22930340010497,6,2008,92489
29880784010497,6,2009,92491
23725994010900,6,2001,92498
25002589010900,6,2004,92523
13138259010497,6,2005,92524
24982633010900,6,2004,92525
13081709010497,6,2005,92533
23782788010900,6,2002,92548
23733930010900,6,2001,92550
13232687010497,6,2001,92551
24325185010900,6,2003,92572
23982675010900,6,2002,92594
25027296010900,6,2004,92605
23664816010900,6,2001,92607
24280159010900,6,2003,92614
8979401010901,6,2005,92618
23734566010900,6,2001,92626
13191015010497,6,2004,92638
22930023010497,6,2008,92644
24309707010900,6,2003,92649
23993741010900,6,2002,92655
24252591010900,6,2003,92663
22953329010497,6,2006,92676
22952850010497,6,2007,92687
8960231010901,6,2006,92693
22953113010497,6,2007,92696
22931882010497,6,2008,92704
22953487010497,6,2006,92710
22822494010497,6,2007,92717
23978740010900,6,2002,92722
13078912010497,6,2005,92729
24287461010900,6,2003,92733
22953097010497,6,2007,92739
23758224010900,6,2001,92740
29881261010497,6,2009,92750
24305457010900,6,2003,92765
23988625010900,6,2002,92775
22821897010497,6,2007,92778
23782997010900,6,2002,92811
22953376010497,6,2007,92813
23954318010900,6,2002,92819
25164205010900,6,2004,92835
24276902010900,6,2003,92836
29879499010497,6,2009,92853
13144891010497,6,2005,92862
23992574010900,6,2002,92879
24218482010900,6,2003,92899
29880551010497,6,2009,92921
13208024010497,6,2005,92930
22931696010497,6,2008,92936
29880455010497,6,2009,92958
24234702010900,6,2003,92962
25032808010900,6,2004,92964
25037390010900,6,2004,92967
23809259010900,6,2002,92980
23724815010900,6,2001,92990
23969625010900,6,2002,92991
29880303010497,6,2009,93000
22931936010497,6,2008,93014
24238623010900,6,2003,93016
25020581010900,6,2004,93021
25041552010900,6,2004,93026
8968277010901,6,2006,93031
13128182010497,6,2005,93032
23759800010900,6,2001,93074
23709890010900,6,2001,93079
22929968010497,6,2008,93080
23695370010900,6,2001,93090
23978874010900,6,2002,93094
22931914010497,6,2008,93126
23970122010900,6,2002,93158
8933370010901,6,2006,93176
13171717010497,6,2005,93206
22931928010497,6,2008,93231
24329501010900,6,2003,93255
25151798010900,6,2004,93259
13135611010497,6,2005,93260
13149937010497,6,2005,93267
29881211010497,6,2009,93270
23735498010900,6,2001,93273
24996706010900,6,2004,93277
22931787010497,6,2008,93280
8916836010901,6,2006,93281
25057445010900,6,2004,93282
25125950010900,6,2004,93286
22929927010497,6,2008,93289
24979576010900,6,2004,93332
22822631010497,6,2007,93352
25141895010900,6,2004,93360
22828819010497,6,2007,93392
8960746010901,6,2006,93402
13074007010497,6,2005,93405
23799765010900,6,2002,93408
24281743010900,6,2003,93409
22931750010497,6,2008,93422
24288362010900,6,2003,93434
8957017010901,6,2006,93468
29879071010497,6,2009,93473
24988722010900,6,2004,93474
29879440010497,6,2009,93490
13143851010497,6,2005,93502
24317379010900,6,2003,93519
13092295010497,6,2005,93525
24996909010900,6,2004,93530
24331180010900,6,2003,93540
13173087010497,6,2005,93554
22952991010497,6,2007,93556
13186729010497,6,2005,93600
23766750010900,6,2002,93604
29880813010497,6,2009,93623
29881046010497,6,2009,93628
8942101010901,6,2006,93633
22953157010497,6,2007,93634
13077014010497,6,2005,93647
22931324010497,6,2008,93670
8903085010901,6,2006,93679
23687105010900,6,2001,93711
29880448010497,6,2009,93732
22953457010497,6,2007,93768
24337239010900,6,2003,93776
23955447010900,6,2002,93787
24246133010900,6,2003,93788
23683478010900,6,2001,93789
22931805010497,6,2008,93799
24984674010900,6,2004,93809
13149707010497,6,2005,93828
23815869010900,6,2002,93843
22953021010497,6,2007,93849
13131147010497,6,2005,93861
24254873010900,6,2003,93863
23659588010900,6,2001,93874
26123124010900,6,2003,93891
13185807010497,6,2005,93899
24986749010900,6,2004,93912
13106511010497,6,2005,93915
23811736010900,6,2002,93972
23769830010900,6,2002,93983
22930294010497,6,2008,93985
29394929010497,6,2008,93992
25160122010900,6,2004,94013
23697867010900,6,2001,94025
8927250010901,6,2006,94038
13139320010497,6,2005,94043
25048602010900,6,2004,94048
22953172010497,6,2007,94075
29880712010497,6,2009,94080
24315659010900,6,2003,94108
23986283010900,6,2002,94110
22953448010497,6,2007,94114
22953419010497,6,2007,94130
22953636010497,6,2007,94133
13235192010497,6,2001,94152
23662591010900,6,2001,94153
13063950010497,6,2004,94162
23763825010900,6,2002,94164
29881191010497,6,2009,94182
23837738010900,6,2002,94190
22931607010497,6,2008,94212
24297684010900,6,2003,94220
22952862010497,6,2006,94224
8909916010901,6,2006,94236
23967048010900,6,2002,94239
23784858010900,6,2002,94243
29881354010497,6,2009,94247
22953183010497,6,2007,94265
8905328010901,6,2006,94268
22929932010497,6,2008,94269
22952943010497,6,2006,94273
23731071010900,6,2001,94277
13077585010497,6,2005,94286
22822155010497,6,2007,94307
29881030010497,6,2009,94358
13104022010497,6,2005,94381
33093180020004,6,2003,94384
23985265010900,6,2002,94410
13192563010497,6,2004,94414
8982781010901,6,2005,94425
23792947010900,6,2002,94429
23967910010900,6,2002,94446
23664156010900,6,2001,94470
8919532010901,6,2006,94530
23804547010900,6,2002,94550
24256003010900,6,2003,94558
25056623010900,6,2004,94560
8973261010901,6,2006,94561
23735932010900,6,2001,94564
24985925010900,6,2004,94570
24289182010900,6,2003,94572
8891262010901,6,2006,94574
22931539010497,6,2008,94578
23982032010900,6,2002,94594
25032252010900,6,2004,94600
24241621010900,6,2003,94605
22930274010497,6,2008,94606
8958575010901,6,2006,94611
29880413010497,6,2009,94637
24292034010900,6,2003,94664
8947461010901,6,2006,94677
24329254010900,6,2003,94678
23745213010900,6,2001,94702
23648339010900,6,2001,94709
25001268010900,6,2004,94715
8950735010901,6,2006,94753
13137761010497,6,2005,94754
23806331010900,6,2002,94770
25121844010900,6,2004,94775
22822949010497,6,2007,94780
22953435010497,6,2007,94786
23662856010900,6,2001,94801
24325575010900,6,2003,94807
24994720010900,6,2004,94809
23958421010900,6,2002,94828
8918125010901,6,2006,94832
25058724010900,6,2004,94842
29879973010497,6,2009,94849
25141619010900,6,2004,94850
13116503010497,6,2005,94856
25042247010900,6,2004,94877
29880886010497,6,2009,94889
13122619010497,6,2005,94909
29880403010497,6,2009,94921
8909330010901,6,2006,94933
23652385010900,6,2001,94946
22953404010497,6,2007,94950
22930053010497,6,2008,94957
24977258010900,6,2004,94963
22930339010497,6,2008,94969
22930283010497,6,2008,94983
23759256010900,6,2001,94986
23728326010900,6,2001,94993
13162482010497,6,2005,95008
22953545010497,6,2007,95013
25146357010900,6,2004,95014
13068720010497,6,2005,95016
29880472010497,6,2009,95028
22953437010497,6,2007,95034
22930246010497,6,2008,95042
23700022010900,6,2001,95065
25001745010900,6,2004,95078
8980676010901,6,2005,95092
22930063010497,6,2008,95094
24267446010900,6,2003,95109
23985715010900,6,2002,95121
13100614010497,6,2005,95136
23706628010900,6,2001,95152
23759418010900,6,2001,95153
23730879010900,6,2001,95166
24975588010900,6,2004,95170
25144973010900,6,2004,95172
24244295010900,6,2003,95177
24987388010900,6,2004,95179
8964537010901,6,2006,95193
25002099010900,6,2004,95198
23674342010900,6,2001,95200
23684994010900,6,2001,95202
24974258010900,6,2004,95219
13128372010497,6,2005,95230
25050060010900,6,2004,95233
13080271010497,6,2005,95245
24211829010900,6,2003,95249
23749956010900,6,2001,95254
23751641010900,6,2001,95265
23724201010900,6,2001,95274
13110796010497,6,2005,95303
8952925010901,6,2006,95333
22931843010497,6,2008,95349
8943304010901,6,2006,95353
23663537010900,6,2001,95368
23834544010900,6,2002,95385
13072350010497,6,2005,95387
29879449010497,6,2009,95401
8938128010901,6,2006,95404
23813372010900,6,2002,95408
22953515010497,6,2007,95409
29880362010497,6,2009,95432
23779637010900,6,2002,95436
24265076010900,6,2003,95444
24983782010900,6,2004,95449
29880827010497,6,2009,95452
23992358010900,6,2002,95459
13164655010497,6,2005,95462
23739748010900,6,2001,95469
24988965010900,6,2004,95471
22931903010497,6,2008,95474
23993027010900,6,2002,95478
23770612010900,6,2002,95502
22953035010497,6,2007,95529
25039250010900,6,2004,95551
22930165010497,6,2008,95558
13140717010497,6,2005,95564
22929916010497,6,2008,95572
14551597010497,6,2004,95576
29880572010497,6,2009,95578
22931781010497,6,2008,95584
8934286010901,6,2006,95595
23746848010900,6,2001,95608
23650548010900,6,2001,95636
23742134010900,6,2001,95663
24332814010900,6,2003,95677
8929883010901,6,2006,95681
23787780010900,6,2002,95691
23985524010900,6,2002,95719
22827987010497,6,2007,95720
23734431010900,6,2001,95740
23676436010900,6,2001,95743
25046904010900,6,2004,95762
8890469010901,6,2006,95764
22931629010497,6,2008,95771
22929898010497,6,2008,95772
22931907010497,6,2008,95781
13102799010497,6,2005,95791
22953397010497,6,2007,95797
23708837010900,6,2001,95804
24341647010900,6,2003,95805
8935610010901,6,2006,95807
8889797010901,6,2006,95823
23841124010900,6,2002,95824
22953230010497,6,2007,95853
29881275010497,6,2009,95855
22930004010497,6,2008,95903
23994756010900,6,2002,95908
29881113010497,6,2009,95920
23679792010900,6,2001,95924
23839104010900,6,2002,95928
22953334010497,6,2007,95963
8943681010901,6,2006,95983
22931725010497,6,2008,95987
8919069010901,6,2006,95988
23969307010900,6,2002,95993
22953391010497,6,2007,96002
29879961010497,6,2009,96005
8966780010901,6,2006,96019
22953294010497,6,2007,96025
13125319010497,6,2005,96031
23757773010900,6,2001,96035
23774272010900,6,2002,96036
23830861010900,6,2002,96043
25004375010900,6,2004,96049
22930064010497,6,2008,96051
13190131010497,6,2004,96081
23703576010900,6,2001,96088
8953023010901,6,2006,96091
23727164010900,6,2001,96097
8957170010901,6,2006,96100
24221162010900,6,2003,96118
29880817010497,6,2009,96123
8927979010901,6,2006,96131
22931913010497,6,2008,96132
22930598010497,6,2008,96144
23723830010900,6,2001,96155
23697225010900,6,2001,96156
13154796010497,6,2005,96192
13181184010497,6,2005,96199
8936646010901,6,2006,96222
8903423010901,6,2006,96225
22930173010497,6,2008,96234
24308664010900,6,2003,96238
29881278010497,6,2009,96253
24244729010900,6,2003,96259
24285804010900,6,2003,96272
24288906010900,6,2003,96275
13079709010497,6,2005,96278
23690749010900,6,2001,96281
25014928010900,6,2004,96291
8921982010901,6,2006,96312
24301402010900,6,2003,96342
25008123010900,6,2004,96353
24994950010900,6,2004,96399
22953250010497,6,2007,96403
23771318010900,6,2002,96413
13082430010497,6,2005,96414
23646657010900,6,2001,96419
22953317010497,6,2007,96427
24299854010900,6,2003,96436
29879712010497,6,2009,96438
29880955010497,6,2009,96449
22953258010497,6,2007,96460
8916319010901,6,2006,96463
29880538010497,6,2009,96468
22931867010497,6,2008,96472
23777368010900,6,2002,96483
22953474010497,6,2006,96491
22931813010497,6,2008,96507
24232457010900,6,2003,96517
13234912010497,6,2001,96529
13121589010497,6,2005,96548
13064284010497,6,2005,96556
23754892010900,6,2001,96597
23990437010900,6,2002,96605
24265745010900,6,2003,96614
23834048010900,6,2002,96633
13137560010497,6,2005,96639
8941854010901,6,2006,96646
8927055010901,6,2006,96660
13172235010497,6,2005,96670
13136484010497,6,2005,96715
22931478010497,6,2008,96721
25005040010900,6,2004,96723
29880301010497,6,2009,96739
13116311010497,6,2005,96742
13130810010497,6,2005,96754
23758010010900,6,2001,96782
23967731010900,6,2002,96795
13115987010497,6,2005,96804
29878951010497,6,2009,96810
23807640010900,6,2002,96824
25047941010900,6,2004,96851
22953669010497,6,2007,96854
23785713010900,6,2002,96856
23989193010900,6,2002,96869
23708458010900,6,2001,96898
8983262010901,6,2005,96903
23750603010900,6,2001,96911
24337690010900,6,2003,96929
22953425010497,6,2007,96959
22930363010497,6,2008,96962
24308040010900,6,2003,96967
24980037010900,6,2004,97006
24211965010900,6,2003,97014
25014476010900,6,2004,97020
8917639010901,6,2006,97049
29880495010497,6,2009,97057
22930373010497,6,2008,97060
24282290010900,6,2003,97064
29880948010497,6,2009,97080
22953507010497,6,2007,97117
13104278010497,6,2005,97120
23986533010900,6,2002,97121
22929969010497,6,2008,97149
25022695010900,6,2004,97162
22930328010497,6,2008,97169
8940632010901,6,2006,97180
23677726010900,6,2001,97184
29880453010497,6,2009,97190
8941633010901,6,2006,97200
22931333010497,6,2008,97204
8972467010901,6,2006,97214
22929944010497,6,2008,97215
22953137010497,6,2007,97224
29880325010497,6,2009,97234
8963346010901,6,2006,97253
29879642010497,6,2009,97254
25122827010900,6,2004,97295
24333331010900,6,2003,97297
8887289010901,6,2006,97298
23732923010900,6,2001,97328
13072224010497,6,2005,97348
23685170010900,6,2001,97349
25158670010900,6,2004,97350
29880471010497,6,2009,97355
25030440010900,6,2004,97356
25029042010900,6,2004,97369
22953110010497,6,2007,97381
23727602010900,6,2001,97390
29880493010497,6,2009,97394
22930366010497,6,2008,97401
22953649010497,6,2007,97402
25152225010900,6,2004,97406
13093564010497,6,2005,97415
29880363010497,6,2009,97417
22953254010497,6,2007,97419
8925783010901,6,2006,97432
23670746010900,6,2001,97439
24992448010900,6,2004,97440
24223572010900,6,2003,97444
22953498010497,6,2007,97445
22953062010497,6,2007,97451
24982818010900,6,2004,97467
24250131010900,6,2003,97474
8923201010901,6,2006,97481
22953552010497,6,2007,97501
25025892010900,6,2004,97508
24274941010900,6,2003,97519
26123824010900,6,2003,97523
23673628010900,6,2001,97530
29880479010497,6,2009,97537
23820106010900,6,2002,97548
8942180010901,6,2006,97549
13067802010497,6,2005,97560
25034607010900,6,2004,97564
23707370010900,6,2001,97566
25144765010900,6,2004,97576
24240898010900,6,2003,97577
22953471010497,6,2007,97584
22931929010497,6,2008,97593
13087590010497,6,2005,97606
25014608010900,6,2004,97611
24342650010900,6,2003,97614
24342888010900,6,2003,97620
8891709010901,6,2006,97630
24331384010900,6,2003,97657
13127690010497,6,2005,97663
13220152010497,6,2004,97666
24340578010900,6,2003,97668
29880940010497,6,2009,97677
13234310010497,6,2001,97692
24226823010900,6,2003,97706
23703784010900,6,2001,97740
23795552010900,6,2002,97763
41119386010497,6,2004,97768
25151519010900,6,2004,97782
22931962010497,6,2008,97793
23815545010900,6,2002,97796
13072119010497,6,2005,97798
25005961010900,6,2004,97811
23999792010900,6,2002,97814
13148090010497,6,2005,97816
24979329010900,6,2004,97822
29880569010497,6,2009,97835
23839640010900,6,2002,97842
23688990010900,6,2001,97844
22931323010497,6,2008,97937
8944900010901,6,2006,97964
24243436010900,6,2003,97968
22931944010497,6,2008,97977
25125019010900,6,2004,97983
23960526010900,6,2002,97988
29880030010497,6,2009,97990
24994600010900,6,2004,97997
23783800010900,6,2002,98013
13176626010497,6,2005,98016
23778844010900,6,2002,98023
23975403010900,6,2002,98030
13116753010497,6,2005,98032
23831342010900,6,2002,98052
23655984010900,6,2001,98078
8960153010901,6,2006,98087
23733367010900,6,2001,98110
8955508010901,6,2006,98115
8937713010901,6,2006,98133
22953637010497,6,2007,98134
29881212010497,6,2009,98140
29880889010497,6,2009,98143
25057683010900,6,2004,98146
22953652010497,6,2007,98169
29880976010497,6,2009,98187
23834902010900,6,2002,98191
8891589010901,6,2006,98193
8976474010901,6,2005,98197
25127623010900,6,2004,98232
23779791010900,6,2002,98254
29878959010497,6,2009,98255
22953194010497,6,2007,98277
8981234010901,6,2005,98291
22953351010497,6,2007,98295
23762187010900,6,2001,98342
29880401010497,6,2009,98358
23732520010900,6,2001,98366
8918340010901,6,2006,98404
13089471010497,6,2005,98413
22953592010497,6,2007,98423
23974509010900,6,2002,98425
22930390010497,6,2008,98427
23754435010900,6,2001,98433
8978217010901,6,2005,98442
13123033010497,6,2005,98472
22953375010497,6,2007,98487
23724663010900,6,2001,98489
22931974010497,6,2008,98501
22953531010497,6,2007,98508
8977480010901,6,2005,98530
25156034010900,6,2004,98533
22953125010497,6,2007,98535
23767376010900,6,2002,98541
8978590010901,6,2005,98544
23689249010900,6,2001,98548
8915166010901,6,2006,98551
22953445010497,6,2007,98570
13102162010497,6,2005,98576
13087874010497,6,2005,98590
8926733010901,6,2006,98595
13073577010497,6,2005,98623
8926893010901,6,2006,98634
22953349010497,6,2007,98640
29880412010497,6,2009,98641
22953682010497,6,2007,98644
25016432010900,6,2004,98648
13168391010497,6,2005,98660
23971446010900,6,2002,98671
24226277010900,6,2003,98673
25010091010900,6,2004,98691
8917290010901,6,2006,98693
23738633010900,6,2001,98697
22953084010497,6,2007,98699
24225463010900,6,2003,98713
22953267010497,6,2007,98718
22953184010497,6,2007,98720
24989711010900,6,2004,98757
5952962010901,6,2002,98762
23764884010900,6,2002,98801
8933783010901,6,2006,98819
8973837010901,6,2006,98828
13158924010497,6,2005,98833
22931803010497,6,2008,98856
23752675010900,6,2001,98862
22931854010497,6,2008,98881
23950336010900,6,2002,98888
23801089010900,6,2002,98892
23794602010900,6,2002,98910
29394899010497,6,2008,98921
29880383010497,6,2009,98923
23970533010900,6,2002,98962
29878947010497,6,2009,98965
24972482010900,6,2004,98975
