PLT_CN,STATECD,INVYR,PLOT_FIADB
22953256010497,6,2007,56138
22931651010497,6,2008,56142
25030990010900,6,2004,56146
23752513010900,6,2001,56147
8948728010901,6,2006,56166
29880731010497,6,2009,56171
22953550010497,6,2007,56182
24292983010900,6,2003,56206
23729037010900,6,2001,56209
25008637010900,6,2004,56213
22953622010497,6,2007,56242
29880470010497,6,2009,56264
25037182010900,6,2004,56274
13067680010497,6,2005,56292
22953479010497,6,2007,56379
25153645010900,6,2004,56384
24978456010900,6,2004,56386
22930266010497,6,2008,56388
29881340010497,6,2009,56393
13100282010497,6,2005,56398
22929997010497,6,2008,56420
13130188010497,6,2005,56428
22823363010497,6,2007,56455
22953481010497,6,2007,56467
29880785010497,6,2009,56469
8909495010901,6,2006,56491
29880481010497,6,2009,56502
24242786010900,6,2003,56503
25055707010900,6,2004,56504
13185292010497,6,2005,56513
24214454010900,6,2003,56519
22931643010497,6,2008,56530
8908985010901,6,2006,56537
23750970010900,6,2001,56544
23838022010900,6,2002,56558
24986349010900,6,2004,56560
8903564010901,6,2006,56562
29881264010497,6,2009,56571
23787921010900,6,2002,56575
23998767010900,6,2002,56595
22930381010497,6,2008,56642
23814155010900,6,2002,56648
22953630010497,6,2007,56653
23790785010900,6,2002,56654
13138065010497,6,2005,56656
29881279010497,6,2009,56667
23818109010900,6,2002,56671
24285450010900,6,2003,56685
8954281010901,6,2006,56727
22931952010497,6,2008,56740
23810065010900,6,2002,56795
22931810010497,6,2008,56819
24260901010900,6,2003,56851
23729515010900,6,2001,56869
13080862010497,6,2005,56871
23754267010900,6,2001,56883
23756108010900,6,2001,56884
24292097010900,6,2003,56887
22953558010497,6,2007,56928
24300720010900,6,2003,56936
22953687010497,6,2007,56937
23703426010900,6,2001,56959
23686051010900,6,2001,56964
29395023010497,6,2008,57013
23804765010900,6,2002,57030
23983548010900,6,2002,57035
13109835010497,6,2005,57038
23700794010900,6,2001,57053
8924336010901,6,2006,57058
23953781010900,6,2002,57080
24238362010900,6,2003,57088
23961501010900,6,2002,57097
13154560010497,6,2005,57115
23645869010900,6,2001,57122
29880461010497,6,2009,57130
22930351010497,6,2008,57134
8921215010901,6,2006,57153
8951821010901,6,2006,57159
8898719010901,6,2006,57171
24336691010900,6,2003,57186
25057130010900,6,2004,57196
8927346010901,6,2006,57220
22953665010497,6,2007,57224
8974231010901,6,2006,57228
23652067010900,6,2001,57257
23702600010900,6,2001,57265
23833349010900,6,2002,57267
23755746010900,6,2001,57274
24223951010900,6,2003,57281
23706396010900,6,2001,57285
22953644010497,6,2007,57291
24287629010900,6,2003,57294
29880454010497,6,2009,57306
24286006010900,6,2003,57309
22953028010497,6,2007,57347
23742354010900,6,2001,57371
29880972010497,6,2009,57375
29879853010497,6,2009,57386
24339406010900,6,2003,57396
25046460010900,6,2004,57399
24275782010900,6,2003,57400
8905216010901,6,2006,57404
8981105010901,6,2005,57425
22953484010497,6,2007,57436
23726197010900,6,2001,57442
23772952010900,6,2002,57451
23727883010900,6,2001,57452
8965941010901,6,2006,57461
13151213010497,6,2005,57471
24324915010900,6,2003,57481
8890878010901,6,2006,57487
22931714010497,6,2008,57492
22931413010497,6,2008,57495
13145807010497,6,2005,57498
24234374010900,6,2003,57513
13163870010497,6,2005,57519
29880048010497,6,2009,57534
29394861010497,6,2008,57540
13180186010497,6,2005,57542
23812299010900,6,2002,57574
24337566010900,6,2003,57583
25005102010900,6,2004,57599
29881205010497,6,2009,57608
8959021010901,6,2006,57613
29880323010497,6,2009,57617
23655730010900,6,2001,57624
8925006010901,6,2006,57637
8980207010901,6,2005,57654
8929467010901,6,2006,57680
24977426010900,6,2004,57683
8981357010901,6,2005,57684
29880409010497,6,2009,57686
29879045010497,6,2009,57731
13159599010497,6,2005,57739
22931884010497,6,2008,57760
13078124010497,6,2005,57793
23701389010900,6,2001,57798
23696945010900,6,2001,57806
22953260010497,6,2007,57862
22953540010497,6,2006,57863
23994289010900,6,2002,57866
23820295010900,6,2002,57867
13153051010497,6,2005,57875
24224161010900,6,2003,57896
22929972010497,6,2008,57930
8977778010901,6,2005,57933
29881293010497,6,2009,57942
8906061010901,6,2006,57943
8973410010901,6,2006,57946
13083939010497,6,2005,57950
29880535010497,6,2009,57951
29879312010497,6,2009,57953
24985623010900,6,2004,57968
22953319010497,6,2007,57993
24253401010900,6,2003,58002
8908806010901,6,2006,58004
24290355010900,6,2003,58022
23969050010900,6,2002,58029
25044952010900,6,2004,58038
23808718010900,6,2002,58039
13143209010497,6,2005,58044
22953525010497,6,2007,58108
23698008010900,6,2001,58114
13102609010497,6,2005,58122
22953516010497,6,2007,58127
26123538010900,6,2003,58134
13190727010497,6,2004,58139
23687785010900,6,2001,58141
13151005010497,6,2005,58146
29880801010497,6,2009,58147
8909847010901,6,2006,58153
23730280010900,6,2001,58154
24990116010900,6,2004,58157
25154782010900,6,2004,58167
22953640010497,6,2007,58201
22953238010497,6,2007,58209
24330930010900,6,2003,58215
22930319010497,6,2008,58226
25043924010900,6,2004,58227
29881194010497,6,2009,58230
8920312010901,6,2006,58232
22930060010497,6,2008,58235
24251285010900,6,2003,58266
8897968010901,6,2006,58291
13173630010497,6,2005,58312
13156857010497,6,2005,58318
22953071010497,6,2007,58336
22930362010497,6,2008,58347
22953126010497,6,2007,58360
25056347010900,6,2004,58367
13111024010497,6,2005,58372
24261085010900,6,2003,58373
13179160010497,6,2005,58391
13143546010497,6,2005,58410
23660506010900,6,2001,58418
24997263010900,6,2004,58445
29879288010497,6,2009,58471
22930334010497,6,2008,58490
29879972010497,6,2009,58515
24271197010900,6,2003,58527
13115868010497,6,2005,58528
24971354010900,6,2004,58536
24326639010900,6,2003,58538
8969290010901,6,2006,58539
13158009010497,6,2005,58540
24290220010900,6,2003,58546
29880577010497,6,2009,58554
25016642010900,6,2004,58567
24212046010900,6,2003,58576
24973227010900,6,2004,58579
29880564010497,6,2009,58589
29879949010497,6,2009,58596
23808931010900,6,2002,58602
8919976010901,6,2006,58615
29881282010497,6,2009,58625
8982966010901,6,2005,58639
13117226010497,6,2005,58641
23971555010900,6,2002,58651
13151428010497,6,2005,58667
8935792010901,6,2006,58671
24276275010900,6,2003,58680
24366089010900,6,2003,58685
22930342010497,6,2008,58687
23784029010900,6,2002,58697
22828132010497,6,2007,58715
8906770010901,6,2006,58722
22931591010497,6,2008,58733
24251765010900,6,2003,58752
29881343010497,6,2009,58755
24277439010900,6,2003,58781
24279670010900,6,2003,58788
13107031010497,6,2005,58798
22953534010497,6,2007,58810
13186547010497,6,2005,58818
22953390010497,6,2007,58831
13146313010497,6,2005,58846
23710196010900,6,2001,58848
23743806010900,6,2001,58853
8898874010901,6,2006,58864
24247452010900,6,2003,58881
29880134010497,6,2009,58903
8936910010901,6,2006,58912
22931853010497,6,2008,58914
22953210010497,6,2007,58920
8936007010901,6,2006,58932
22953635010497,6,2007,58938
29880566010497,6,2009,58957
23980086010900,6,2002,58959
29880309010497,6,2009,58970
8946937010901,6,2006,58971
22930254010497,6,2008,58973
8892591010901,6,2006,58991
24331643010900,6,2003,58993
29879715010497,6,2009,59009
8913284010901,6,2006,59022
8957768010901,6,2006,59029
23694776010900,6,2001,59030
22952881010497,6,2007,59040
23773660010900,6,2002,59044
23842155010900,6,2002,59047
22930364010497,6,2008,59058
24238862010900,6,2003,59074
23776442010900,6,2002,59106
23982431010900,6,2002,59136
23771211010900,6,2002,59152
41120176010497,6,2005,59201
22953578010497,6,2006,59216
24249769010900,6,2003,59245
22929945010497,6,2008,59260
8914586010901,6,2006,59279
23706185010900,6,2001,59280
29880104010497,6,2009,59293
29879297010497,6,2009,59301
23984059010900,6,2002,59318
8937019010901,6,2006,59321
22931916010497,6,2008,59340
24995328010900,6,2004,59349
23814961010900,6,2002,59363
23666633010900,6,2001,59380
8922158010901,6,2006,59388
25036906010900,6,2004,59396
24974398010900,6,2004,59441
24264121010900,6,2003,59443
23984611010900,6,2002,59474
25062123010900,6,2004,59475
22953276010497,6,2007,59483
22953287010497,6,2007,59487
24222201010900,6,2003,59495
24276475010900,6,2003,59517
22953615010497,6,2007,59538
24326138010900,6,2003,59555
22931833010497,6,2008,59565
22931506010497,6,2008,59575
8891976010901,6,2006,59581
8947003010901,6,2006,59596
29394782010497,6,2008,59600
8945965010901,6,2006,59604
13119260010497,6,2005,59609
29881357010497,6,2009,59624
8978352010901,6,2005,59632
24980828010900,6,2004,59651
13106239010497,6,2005,59654
23776636010900,6,2002,59659
29880640010497,6,2009,59661
29881055010497,6,2009,59671
13127884010497,6,2005,59673
13118956010497,6,2005,59678
22931505010497,6,2008,59684
29881360010497,6,2009,59754
23966497010900,6,2002,59756
13079083010497,6,2005,59788
8913135010901,6,2006,59810
23689907010900,6,2001,59839
23647738010900,6,2001,59842
22953595010497,6,2007,59864
23960930010900,6,2002,59873
23722731010900,6,2001,59879
8969976010901,6,2006,59882
23987308010900,6,2002,59905
25037981010900,6,2004,59912
13184811010497,6,2005,59917
23975225010900,6,2002,59959
23729751010900,6,2001,59969
8920951010901,6,2006,59992
8921828010901,6,2006,60003
23805786010900,6,2002,60005
23961889010900,6,2002,60035
24233193010900,6,2003,60042
22931519010497,6,2008,60063
24250851010900,6,2003,60064
24291315010900,6,2003,60072
23727763010900,6,2001,60074
8946750010901,6,2006,60075
22953074010497,6,2007,60080
23949704010900,6,2002,60083
25021403010900,6,2004,60098
29880558010497,6,2009,60116
22953468010497,6,2007,60129
22953686010497,6,2007,60157
24292281010900,6,2003,60178
8926158010901,6,2006,60183
13134967010497,6,2005,60190
29881184010497,6,2009,60192
23838691010900,6,2002,60193
22953105010497,6,2007,60198
13235344010497,6,2001,60210
22953393010497,6,2007,60232
8922451010901,6,2006,60234
29394927010497,6,2008,60255
8918735010901,6,2006,60256
25158504010900,6,2004,60275
23748501010900,6,2001,60285
22953464010497,6,2007,60292
22931701010497,6,2008,60293
29880627010497,6,2009,60330
23973652010900,6,2002,60343
22930375010497,6,2008,60349
24216392010900,6,2003,60352
22953455010497,6,2007,60362
24252315010900,6,2003,60393
23730117010900,6,2001,60395
23744572010900,6,2001,60421
22953283010497,6,2007,60422
23796045010900,6,2002,60425
24332526010900,6,2003,60444
24227180010900,6,2003,60450
22953401010497,6,2007,60452
25005669010900,6,2004,60453
23699199010900,6,2001,60464
29880960010497,6,2009,60470
24247762010900,6,2003,60481
8938285010901,6,2006,60483
13090238010497,6,2005,60487
24298145010900,6,2003,60495
22821768010497,6,2007,60516
24320290010900,6,2003,60517
24312965010900,6,2003,60522
23659788010900,6,2001,60572
29879561010497,6,2009,60585
22931594010497,6,2008,60588
24984514010900,6,2004,60593
22931340010497,6,2008,60599
23708264010900,6,2001,60613
23654710010900,6,2001,60635
13178848010497,6,2005,60656
29879892010497,6,2009,60670
25155426010900,6,2004,60685
22953379010497,6,2007,60686
22953217010497,6,2007,60696
13122407010497,6,2005,60707
13099220010497,6,2005,60719
22931589010497,6,2008,60721
23695860010900,6,2001,60748
29880498010497,6,2009,60749
29880214010497,6,2009,60762
22953609010497,6,2007,60763
13070764010497,6,2005,60780
29880897010497,6,2009,60797
8950175010901,6,2006,60802
29880029010497,6,2009,60813
29880550010497,6,2009,60814
29879501010497,6,2009,60824
22953524010497,6,2007,60857
22953562010497,6,2007,60872
29880223010497,6,2009,60896
23696712010900,6,2001,60909
23684285010900,6,2001,60922
23833194010900,6,2002,60928
25138442010900,6,2004,60958
24231749010900,6,2003,60960
24221346010900,6,2003,60974
24240149010900,6,2003,60983
13155153010497,6,2005,61023
8904198010901,6,2006,61031
29394918010497,6,2008,61043
23978327010900,6,2002,61048
29881367010497,6,2009,61057
25007485010900,6,2004,61081
22952936010497,6,2007,61085
24336239010900,6,2003,61095
24246995010900,6,2003,61098
25148054010900,6,2004,61101
22953129010497,6,2007,61128
23753406010900,6,2001,61135
8910685010901,6,2006,61140
8952805010901,6,2006,61164
23762380010900,6,2001,61191
41117654010497,6,2006,61205
29394922010497,6,2008,61206
29880650010497,6,2009,61223
22931742010497,6,2008,61234
22931688010497,6,2008,61241
22953309010497,6,2007,61249
22952985010497,6,2007,61252
25156203010900,6,2004,61274
25033908010900,6,2004,61281
22952969010497,6,2007,61295
29880400010497,6,2009,61300
8938721010901,6,2006,61307
24257199010900,6,2003,61316
23678080010900,6,2001,61323
23797083010900,6,2002,61324
24992921010900,6,2004,61334
13118448010497,6,2005,61342
23655366010900,6,2001,61382
22828803010497,6,2007,61384
23665925010900,6,2001,61412
23812690010900,6,2002,61421
23750793010900,6,2001,61454
23977707010900,6,2002,61478
8981951010901,6,2005,61498
25153367010900,6,2004,61501
23666143010900,6,2001,61516
22931689010497,6,2008,61543
8974030010901,6,2006,61547
29880025010497,6,2009,61560
23954523010900,6,2002,61564
24261215010900,6,2003,61569
8941783010901,6,2006,61583
22953631010497,6,2007,61589
13096787010497,6,2005,61611
29879123010497,6,2009,61627
24267824010900,6,2003,61628
13136672010497,6,2005,61641
24971588010900,6,2004,61642
13103477010497,6,2005,61658
22953529010497,6,2007,61663
22931369010497,6,2008,61672
23973960010497,6,2001,61673
22930316010497,6,2008,61690
23739047010900,6,2001,61704
8933884010901,6,2006,61708
22953643010497,6,2006,61717
13070501010497,6,2005,61726
24986034010900,6,2004,61739
22931863010497,6,2008,61746
24282130010900,6,2003,61750
8922294010901,6,2006,61751
24997375010900,6,2004,61766
13133530010497,6,2005,61818
22953561010497,6,2007,61825
8924218010901,6,2006,61838
13114188010497,6,2005,61844
22929961010497,6,2008,61846
22953362010497,6,2007,61864
23784174010900,6,2002,61883
23677201010900,6,2001,61893
25054897010900,6,2004,61894
22931692010497,6,2008,61899
